,Unnamed: 0,Symbol,Name,Buy,Analyst,headline_polarity,convo_polarity,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat,agora_pred
777,777,APA,APA Corporation Common Stock,1,Strong Buy,,,4.78,0.12,4.33,-2.55,0.86,1.11,0.05,
778,778,APDN,Applied DNA Sciences Inc. Common Stock,1,Strong Buy,,,1.01,-2.21,-0.99,2.08,0.22,2.19,0.05,
779,779,APEI,American Public Education Inc. Common Stock,1,Strong Buy,,,,,,,,,,
780,780,APEN,Apollo Endosurgery Inc. Common Stock,1,Strong Buy,,,2.23,-0.24,-0.91,0.1,0.49,2.66,0.02,
781,781,API,Agora Inc. American Depositary Shares,1,Strong Buy,,,,-0.27,-0.39,8.05,0.56,14.6,,
782,782,APLS,Apellis Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,1.72,-1.83,-6.07,-1.75,0.77,2.16,0.11,
783,783,APLT,Applied Therapeutics Inc. Common Stock,1,Strong Buy,,,,,,,,,,
784,784,APP,Applovin Corporation Class A Common Stock,1,Strong Buy,,,,-0.05,0.86,5.37,0.12,3.87,0.05,
785,785,APPH,AppHarvest Inc. Common Stock,1,Strong Buy,,,,0.0,-0.94,4.72,0.53,8.18,0.16,
786,786,APPS,Digital Turbine Inc. Common Stock,1,Strong Buy,,,2.19,0.13,2.17,5.29,0.66,1.22,0.05,
787,787,APR,Apria Inc. Common Stock,1,Strong Buy,,,,0.05,1.77,0.05,1.0,2.9,0.12,
788,788,APTO,Aptose Biosciences Inc. Common Shares,1,Strong Buy,,,1.33,0.0,-0.87,1.1,0.55,0.96,0.01,
789,789,APTX,Aptinyx Inc. Common Stock,1,Strong Buy,,,,,,,,,,
790,790,APVO,Aptevo Therapeutics Inc. Common Stock,1,Strong Buy,,,,,,,,,,
791,791,APYX,Apyx Medical Corporation Common Stock,1,Strong Buy,,,0.91,-0.37,-0.42,1.67,0.56,8.85,0.01,
792,792,AQMS,Aqua Metals Inc. Common Stock,1,Strong Buy,,,1.58,0.0,-0.14,0.46,0.22,9.39,0.11,
793,793,AQST,Aquestive Therapeutics Inc. Common Stock,1,Strong Buy,,,3.52,-1.53,-1.41,-1.39,0.4,3.78,0.05,
794,794,ARAV,Aravive Inc. Common Stock,1,Strong Buy,,,,,,,,,,
795,795,ARAY,Accuray Incorporated Common Stock,1,Strong Buy,,,1.85,-0.02,0.13,0.76,0.79,8.67,0.09,
796,796,ARCB,ArcBest Corporation Common Stock,1,Strong Buy,,,1.63,0.04,7.29,35.17,0.93,3.42,0.07,
797,797,ARCC,Ares Capital Corporation Common Stock,1,Strong Buy,,,,0.9,1.84,18.84,0.31,2.87,0.01,
798,798,ARCE,Arco Platform Limited Class A Common Shares,1,Strong Buy,,,0.87,-0.01,0.78,36.79,0.99,7.39,0.04,
799,799,ARDS,Aridis Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,,,,,,,,
800,800,AREC,American Resources Corporation Class A Common Stock,1,Strong Buy,,,-9.8,0.0,0.02,0.16,0.07,0.97,0.06,
801,801,ARGX,argenx SE American Depositary Shares,1,Strong Buy,,,0.81,-0.65,-17.01,57.43,0.56,3.99,,
802,802,ARKO,ARKO Corp. Common Stock,1,Strong Buy,,,,,,,,,,
803,803,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,1,Strong Buy,,,1.68,0.11,2.5,9.2,0.18,1.75,0.01,
804,804,ARNA,Arena Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,0.44,0.0,-8.72,15.91,0.95,5.22,0.04,
805,805,ARQT,Arcutis Biotherapeutics Inc. Common Stock,1,Strong Buy,,,,0.0,-4.93,8.28,0.91,13.06,0.1,
806,806,ARTL,Artelo Biosciences Inc. Common Stock,1,Strong Buy,,,,,,,,,,
807,807,ARTNA,Artesian Resources Corporation Class A Common Stock,1,Strong Buy,,,,,,,,,,
808,808,ARVL,Arrival Ordinary Shares,1,Strong Buy,,,,0.0,-0.25,1.34,0.11,11.95,0.1,
809,809,ARVN,Arvinas Inc. Common Stock,1,Strong Buy,,,2.0,0.0,-2.98,11.9,0.88,6.59,0.06,
810,810,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,1.26,-1.17,-0.48,4.19,0.66,5.34,0.03,
811,811,ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,1,Strong Buy,,,,0.0,-0.62,0.97,0.4,0.24,,
812,812,ASML,ASML Holding N.V. New York Registry Shares,1,Strong Buy,,,0.95,0.31,19.49,28.2,0.19,0.89,,
813,813,ASND,Ascendis Pharma A/S American Depositary Shares,1,Strong Buy,,,0.79,0.0,-9.65,12.76,0.99,11.14,,
814,814,ASO,Academy Sports and Outdoors Inc. Common Stock,1,Strong Buy,,,,0.08,5.51,15.59,0.78,4.48,0.27,
815,815,ASPU,Aspen Group Inc. Common Stock,1,Strong Buy,,,,,,,,,,
816,816,ASRT,Assertio Holdings Inc. Common Stock,1,Strong Buy,,,1.55,-0.37,-0.2,2.07,0.2,3.65,0.03,
817,817,ASTE,Astec Industries Inc. Common Stock,1,Strong Buy,,,,,,,,,,
818,818,ASTR,Astra Space Inc. Class A Common Stock ,1,Strong Buy,,,,0.0,-0.67,1.64,0.34,3.83,0.1,
819,819,ASTS,AST SpaceMobile Inc. Class A Common Stock,1,Strong Buy,,,,0.0,-0.65,1.86,0.28,4.47,,
820,820,ASUR,Asure Software Inc Common Stock,1,Strong Buy,,,,,,,,,,
821,821,ASYS,Amtech Systems Inc. Common Stock,1,Strong Buy,,,1.4,-0.02,0.67,5.86,0.71,1.78,0.01,
822,822,ATAI,ATAI Life Sciences N.V. Common Shares,1,Strong Buy,,,,0.0,-0.95,3.07,0.27,7.53,0.02,
823,823,ATCX,Atlas Technical Consultants Inc. Class A Common Stock,1,Strong Buy,,,,,,,,,,
824,824,ATEC,Alphatec Holdings Inc. Common Stock,1,Strong Buy,,,,,,,,,,
825,825,ATER,Aterian Inc. Common Stock,1,Strong Buy,,,3.21,-0.76,-0.25,5.44,0.26,0.26,0.19,
826,826,ATEX,Anterix Inc. Common Stock,1,Strong Buy,,,,,,,,,,
827,827,ATHA,Athira Pharma Inc. Common Stock,1,Strong Buy,,,,0.0,-2.52,9.41,0.68,3.86,0.03,
828,828,ATHE,Alterity Therapeutics Limited American Depositary Shares,1,Strong Buy,,,1.12,0.0,,0.9,0.02,2.33,,
829,829,ATHX,Athersys Inc. Common Stock,1,Strong Buy,,,-1.53,0.0,-0.38,0.14,0.23,13.53,0.06,
830,830,ATLC,Atlanticus Holdings Corporation Common Stock,1,Strong Buy,,,1.16,0.43,8.9,14.31,0.16,2.34,0.03,
831,831,ATNF,180 Life Sciences Corp. Common Stock,1,Strong Buy,,,,0.0,-0.55,0.09,0.07,1.72,0.05,
832,832,ATNI,ATN International Inc. Common Stock,1,Strong Buy,,,,,,,,,,
833,833,ATOM,Atomera Incorporated Common Stock,1,Strong Buy,,,1.53,0.0,-0.5,1.5,0.32,11.98,0.18,
834,834,ATOS,Atossa Therapeutics Inc. Common Stock,1,Strong Buy,,,2.25,0.0,-0.18,1.14,0.31,4.99,0.17,
835,835,ATRA,Atara Biotherapeutics Inc. Common Stock,1,Strong Buy,,,2.26,0.0,-3.37,3.91,1.03,13.9,0.16,
836,836,ATRC,AtriCure Inc. Common Stock,1,Strong Buy,,,,,,,,,,
837,837,ATRS,Antares Pharma Inc. Common Stock,1,Strong Buy,,,1.53,0.38,0.21,0.78,0.5,6.96,0.02,
838,838,ATSG,Air Transport Services Group Inc,1,Strong Buy,,,,,,,,,,
839,839,ATVI,Activision Blizzard Inc. Common Stock,1,Strong Buy,-0.02,0.14,0.62,0.29,4.35,20.94,0.89,1.78,0.02,1.0
840,840,ATXS,Astria Therapeutics Inc. Common Stock,1,Strong Buy,,,1.7,0.0,,2.9,0.57,0.93,0.03,
841,841,ATY,AcuityAds Holdings Inc. Common Shares,1,Strong Buy,,,2.38,0.08,,1.74,0.28,0.34,,
842,842,AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,1,Strong Buy,,,0.36,-2.56,-0.37,2.59,0.46,4.52,0.13,
843,843,AUTL,Autolus Therapeutics plc American Depositary Share,1,Strong Buy,,,1.67,0.0,-1.9,3.9,0.39,3.15,,
844,844,AUTO,AutoWeb Inc. Common Stock,1,Strong Buy,,,,,,,,,,
845,845,AUVI,Applied UV Inc. Common Stock,1,Strong Buy,,,,-0.95,-0.35,1.52,0.03,0.61,0.01,
846,846,AVAH,Aveanna Healthcare Holdings Inc. Common Stock,1,Strong Buy,,,,-0.01,0.57,4.07,0.95,4.14,0.05,
847,847,AVDL,Avadel Pharmaceuticals plc American Depositary Shares,1,Strong Buy,,,1.17,0.0,-0.86,2.03,0.56,4.18,,
848,848,AVEO,AVEO Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,1.19,0.0,-0.17,1.75,0.5,5.71,0.06,
849,849,AVGO,Broadcom Inc. Common Stock,1,Strong Buy,,,0.94,0.23,31.06,59.08,0.82,2.7,0.02,
850,850,AVGR,Avinger Inc. Common Stock,1,Strong Buy,,,1.75,-1.6,-0.22,0.18,0.12,0.83,0.01,
851,851,AVID,Avid Technology Inc. Common Stock,1,Strong Buy,,,,,,,,,,
852,852,AVIR,Atea Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,,0.2,0.3,7.22,0.7,1.76,0.09,
853,853,AVNW,Aviat Networks Inc. Common Stock,1,Strong Buy,,,2.14,0.4,2.53,16.44,0.61,4.41,0.05,
854,854,AVO,Mission Produce Inc. Common Stock,1,Strong Buy,,,,,,,,,,
855,855,AVPT,AvePoint Inc. Class A Common Stock,1,Strong Buy,,,,-0.24,0.06,-20.22,0.2,4.28,,
856,856,AVRO,AVROBIO Inc. Common Stock,1,Strong Buy,,,1.37,0.0,-3.11,5.07,0.92,5.59,0.07,
857,857,AVTE,Aerovate Therapeutics Inc. Common Stock,1,Strong Buy,,,,0.0,-1.99,-0.09,0.86,5.75,0.09,
858,858,AVTX,Avalo Therapeutics Inc. Common Stock,1,Strong Buy,,,,,,,,,,
859,859,AVXL,Anavex Life Sciences Corp. Common Stock,1,Strong Buy,,,0.77,0.0,-0.62,2.09,0.29,6.55,0.07,
860,860,AWH,Aspira Women's Health Inc. Common Stock,1,Strong Buy,,,,,,,,,,
861,861,AXGN,Axogen Inc. Common Stock,1,Strong Buy,,,,,,,,,,
862,862,AXLA,Axcella Health Inc. Common Stock,1,Strong Buy,,,1.45,0.0,-2.09,1.27,0.64,7.13,0.02,
863,863,AXNX,Axonics Inc. Common Stock,1,Strong Buy,,,,,,,,,,
864,864,AXON,Axon Enterprise Inc. Common Stock,1,Strong Buy,0.25,0.25,0.49,-0.09,1.86,16.71,0.78,3.35,0.02,1.0
865,865,AXSM,Axsome Therapeutics Inc. Common Stock,1,Strong Buy,,,2.23,0.0,-3.92,1.9,0.63,3.57,0.17,
866,866,AYLA,Ayala Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,,,,,,,,
867,867,AYTU,Aytu BioPharma Inc.  Common Stock,1,Strong Buy,,,-0.18,-0.89,-1.07,5.0,0.21,3.98,0.06,
868,868,AZN,AstraZeneca PLC American Depositary Shares,1,Strong Buy,,,0.18,0.13,3.98,5.97,0.15,1.12,,
869,869,AZRX,AzurRx BioPharma Inc. Common Stock,1,Strong Buy,,,,,,,,,,
870,870,AZYO,Aziyo Biologics Inc. Class A Common Stock,1,Strong Buy,,,,,,,,,,
871,871,BAND,Bandwidth Inc. Class A Common Stock,1,Strong Buy,,,0.49,-0.08,0.73,17.73,1.06,7.71,0.19,
872,872,BASE,Couchbase Inc. Common Stock,1,Strong Buy,,,,-0.43,-1.18,4.68,0.74,5.17,0.11,
873,873,BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,1,Strong Buy,,,0.9,-0.34,-0.65,4.99,0.8,7.6,0.06,
874,874,BBCP,Concrete Pumping Holdings Inc. Common Stock,1,Strong Buy,,,,,,,,,,
875,875,BBI,Brickell Biotech Inc. Common Stock,1,Strong Buy,,,0.36,0.0,-0.28,0.31,0.18,1.64,0.03,
876,876,BBIO,BridgeBio Pharma Inc. Common Stock,1,Strong Buy,,,,,,,,,,
877,877,BBQ,BBQ Holdings Inc. Common Stock,1,Strong Buy,,,1.97,0.09,1.61,5.62,0.78,0.62,0.0,
878,878,BBSI,Barrett Business Services Inc. Common Stock,1,Strong Buy,,,,,,,,,,
879,879,BCAB,BioAtla Inc. Common Stock,1,Strong Buy,,,,,,,,,,
880,880,BCDA,BioCardia Inc. Common Stock,1,Strong Buy,,,,,,,,,,
881,881,BCEL,Atreca Inc. Class A Common Stock,1,Strong Buy,,,-0.03,0.0,-2.75,5.38,0.92,11.33,0.18,
882,882,BCML,BayCom Corp Common Stock,1,Strong Buy,,,,,,,,,,
883,883,BCOR,Blucora Inc. Common Stock,1,Strong Buy,,,,,,,,,,
884,884,BCOV,Brightcove Inc. Common Stock,1,Strong Buy,,,,0.03,0.42,2.26,0.87,4.63,0.02,
885,885,BCRX,BioCryst Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,2.58,-2.71,-0.79,-0.59,0.6,7.8,0.12,
886,886,BCYC,Bicycle Therapeutics plc American Depositary Shares,1,Strong Buy,,,-0.42,0.0,-3.07,5.89,0.58,2.01,,
887,887,BDSI,BioDelivery Sciences International Inc. Common Stock,1,Strong Buy,,,0.73,0.21,0.41,1.16,0.68,2.37,0.02,
888,888,BDSX,Biodesix Inc. Common Stock,1,Strong Buy,,,,,,,,,,
889,889,BDTX,Black Diamond Therapeutics Inc. Common Stock,1,Strong Buy,,,,,,,,,,
890,890,BEAM,Beam Therapeutics Inc. Common Stock,1,Strong Buy,,,,0.0,-3.79,8.69,0.8,7.5,0.13,
891,891,BFRA,Biofrontera AG American Depositary Shares,1,Strong Buy,,,,,,,,,,
892,892,BFST,Business First Bancshares Inc. Common Stock,1,Strong Buy,,,,,,,,,,
893,893,BGFV,Big 5 Sporting Goods Corporation Common Stock,1,Strong Buy,,,2.96,0.09,3.11,11.95,0.59,9.54,0.41,
894,894,BGNE,BeiGene Ltd. American Depositary Shares,1,Strong Buy,,,,,,,,,,
895,895,BHTG,BioHiTech Global Inc. Common Stock,1,Strong Buy,,,,,,,,,,
896,896,BIDU,Baidu Inc. ADS,1,Strong Buy,,,1.01,0.37,10.85,657.67,0.6,2.62,,
897,897,BILI,Bilibili Inc. American Depositary Shares,1,Strong Buy,,,1.28,-0.25,-1.82,66.02,0.49,5.63,,
898,898,BIOC,Biocept Inc. Common Stock,1,Strong Buy,,,0.68,-0.04,-1.08,2.05,0.11,1.43,0.03,
899,899,BIOL,Biolase Inc. Common Stock,1,Strong Buy,,,1.61,-0.42,-0.08,0.22,0.16,4.02,0.04,
900,900,BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,1,Strong Buy,,,,,,,,,,
901,901,BITF,Bitfarms Ltd. Common Stock,1,Strong Buy,,,2.24,-0.26,,1.24,0.1,0.5,,
902,902,BIVI,BioVie Inc. Class A Common Stock,1,Strong Buy,,,2.3,0.0,-5.32,0.23,0.01,4.13,0.06,
903,903,BJRI,BJ's Restaurants Inc. Common Stock,1,Strong Buy,,,2.23,-0.02,2.19,14.4,1.03,6.24,0.11,
904,904,BKYI,BIO-key International Inc. Common Stock,1,Strong Buy,,,,,,,,,,
905,905,BL,BlackLine Inc. Common Stock,1,Strong Buy,,,0.83,-0.23,0.68,5.77,1.0,12.46,0.1,
906,906,BLDE,Blade Air Mobility Inc. Class A Common Stock,1,Strong Buy,,,,-0.82,-0.62,4.28,0.55,5.87,,
907,907,BLFS,BioLife Solutions Inc. Common Stock,1,Strong Buy,,,,,,,,,,
908,908,BLI,Berkeley Lights Inc. Common Stock,1,Strong Buy,,,,-0.7,-0.82,3.46,0.65,2.14,0.12,
909,909,BLMN,Bloomin' Brands Inc. Common Stock,1,Strong Buy,,,2.18,0.03,2.82,1.66,1.12,9.63,0.23,
910,910,BLPH,Bellerophon Therapeutics Inc. Common Stock,1,Strong Buy,,,,,,,,,,
911,911,BLRX,BioLineRx Ltd. American Depositary Shares,1,Strong Buy,,,1.45,0.0,-0.7,1.59,0.16,0.78,,
912,912,BLU,BELLUS Health Inc. Common Shares,1,Strong Buy,,,-0.75,0.0,-0.81,1.49,0.72,1.92,,
913,913,BMEA,Biomea Fusion Inc. Common Stock,1,Strong Buy,,,,0.0,-2.7,6.97,0.59,20.9,0.11,
914,914,BMRN,BioMarin Pharmaceutical Inc. Common Stock,1,Strong Buy,,,0.55,0.44,0.89,23.14,0.97,9.46,0.08,
915,915,BNGO,Bionano Genomics Inc. Common Stock,1,Strong Buy,,,1.98,0.0,-0.25,1.24,0.27,5.45,0.15,
916,916,BNR,Burning Rock Biotech Limited American Depositary Shares,1,Strong Buy,,,,,,,,,,
917,917,BOLT,Bolt Biotherapeutics Inc. Common Stock,1,Strong Buy,,,,0.0,-2.72,7.96,0.87,15.01,0.2,
918,918,BOMN,Boston Omaha Corporation Class A Common Stock,1,Strong Buy,,,0.4,2.28,0.59,17.92,0.7,4.39,0.03,
919,919,BOOM,DMC Global Inc. Common Stock,1,Strong Buy,,,1.14,0.01,1.18,18.42,1.08,8.88,0.08,
920,920,BOXL,Boxlight Corporation Class A Common Stock,1,Strong Buy,,,3.63,-0.17,0.04,0.86,0.14,1.86,0.04,
921,921,BPMC,Blueprint Medicines Corporation Common Stock,1,Strong Buy,,,0.65,0.41,-6.26,22.69,1.05,8.43,0.05,
922,922,BPOP,Popular Inc. Common Stock,1,Strong Buy,0.35,0.1,,,,,,,,
923,923,BPRN,The Bank of Princeton Common Stock,1,Strong Buy,,,,,,,,,,
924,924,BPTH,Bio-Path Holdings Inc. Common Stock,1,Strong Buy,,,1.92,0.0,-1.41,4.28,0.06,1.22,0.01,
925,925,BRAG,Bragg Gaming Group Inc. Common Shares,1,Strong Buy,,,0.98,-0.22,,3.42,0.04,8.11,,
926,926,BRCN,Burcon NutraScience Corp. Common Stock,1,Strong Buy,,,,,,,,,,
927,927,BRKS,Brooks Automation Inc.,1,Strong Buy,,,1.78,0.11,3.04,17.86,0.97,1.78,0.02,
928,928,BRP,BRP Group Inc. (Insurance Company) Class A Common Stock,1,Strong Buy,,,,-0.02,1.12,8.26,0.43,2.36,0.03,
929,929,BSET,Bassett Furniture Industries Incorporated Common Stock,1,Strong Buy,,,,,,,,,,
930,930,BSY,Bentley Systems Incorporated Class B Common Stock,1,Strong Buy,0.16,0.13,,,,,,,,
931,931,BTAI,BioXcel Therapeutics Inc. Common Stock,1,Strong Buy,,,1.05,0.0,-4.0,9.56,0.51,7.49,0.1,
932,932,BTCY,Biotricity Inc. Common Stock,1,Strong Buy,,,2.02,0.0,-0.28,-0.27,0.0,0.81,0.0,
933,933,BTRS,BTRS Holdings Inc. Class 1 Common Stock,1,Strong Buy,,,,,,,,,,
934,934,BVS,Bioventus Inc. Class A Common Stock,1,Strong Buy,,,,0.09,0.87,3.45,0.49,5.85,0.05,
935,935,BWAY,BrainsWay Ltd. American Depositary Shares,1,Strong Buy,,,,,,,,,,
936,936,BWB,Bridgewater Bancshares Inc. Common Stock,1,Strong Buy,,,,,,,,,,
937,937,BWFG,Bankwell Financial Group Inc. Common Stock,1,Strong Buy,,,,,,,,,,
938,938,BWMN,Bowman Consulting Group Ltd. Common Stock,1,Strong Buy,,,,,,,,,,
939,939,BWMX,Betterware de Mexico S.A.B. de C.V. Ordinary Shares,1,Strong Buy,,,,0.1,3.76,38.87,0.06,1.54,0.0,
940,940,BXRX,Baudax Bio Inc. Common Stock,1,Strong Buy,,,,0.0,-0.49,-0.05,0.11,3.11,0.03,
941,941,BYRN,Byrna Technologies Inc. Common Stock,1,Strong Buy,,,1.02,-0.04,0.56,2.89,0.15,2.45,0.04,
942,942,BYSI,BeyondSpring Inc. Ordinary Shares,1,Strong Buy,,,1.12,0.0,-0.89,1.41,0.2,4.25,0.2,
943,943,BZ,KANZHUN LIMITED American Depository Shares,1,Strong Buy,,,,-0.65,0.58,124.99,0.15,7.91,,
944,944,BZUN,Baozun Inc. American Depositary Shares,1,Strong Buy,,,1.2,0.04,1.26,79.0,0.67,5.65,,
945,945,CAAS,China Automotive Systems Inc. Common Stock,1,Strong Buy,,,,,,,,,,
946,946,CABA,Cabaletta Bio Inc. Common Stock,1,Strong Buy,,,,0.0,-2.24,4.06,0.62,8.14,0.06,
947,947,CADL,Candel Therapeutics Inc. Common Stock,1,Strong Buy,,,,,,,,,,
948,948,CAHC,CA Healthcare Acquisition Corp. Class A Common Stock,1,Strong Buy,,,,,,,,,,
949,949,CALA,Calithera Biosciences Inc. Common Stock,1,Strong Buy,,,1.7,0.0,-0.8,1.12,0.68,3.4,0.04,
950,950,CALT,Calliditas Therapeutics AB American Depositary Shares,1,Strong Buy,,,1.57,0.0,-0.55,,0.04,2.11,,
951,951,CAMP,CalAmp Corp. Common Stock,1,Strong Buy,,,,,,,,,,
952,952,CAMT,Camtek Ltd. Ordinary Shares,1,Strong Buy,,,1.62,0.23,1.6,6.37,0.32,4.73,0.03,
953,953,CAPR,Capricor Therapeutics Inc. Common Stock,1,Strong Buy,,,6.46,0.0,-0.95,1.45,0.1,0.66,0.05,
954,954,CARA,Cara Therapeutics Inc. Common Stock,1,Strong Buy,,,1.13,0.07,-1.51,4.06,0.63,3.96,0.04,
955,955,CARE,Carter Bankshares Inc. Common Stock,1,Strong Buy,,,,,,,,,,
956,956,CARG,CarGurus Inc. Class A Common Stock ,1,Strong Buy,,,,,,,,,,
957,957,CASH,Meta Financial Group Inc. Common Stock,1,Strong Buy,,,0.87,0.29,5.5,27.42,0.83,5.64,0.05,
958,958,CASI,CASI Pharmaceuticals Inc. Common Stock,1,Strong Buy,,,0.32,-2.37,-0.22,0.68,0.33,0.87,0.02,
959,959,CATC,Cambridge Bancorp Common Stock,1,Strong Buy,,,,,,,,,,
960,960,CBAN,Colony Bankcorp Inc. Common Stock,1,Strong Buy,,,,,,,,,,
961,961,CBAY,CymaBay Therapeutics Inc. Common Stock,1,Strong Buy,,,1.19,0.0,-1.39,1.55,0.78,6.58,0.04,
962,962,CBIO,Catalyst Biosciences Inc. Common Stock,1,Strong Buy,,,,,,,,,,
963,963,CBNK,Capital Bancorp Inc. Common Stock,1,Strong Buy,,,,,,,,,,
964,964,CCB,Coastal Financial Corporation Common Stock,1,Strong Buy,,,,,,,,,,
965,965,CCCC,C4 Therapeutics Inc. Common Stock,1,Strong Buy,,,,-2.57,-2.45,8.61,0.67,6.81,0.07,
966,966,CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,1,Strong Buy,,,,,,,,,,
967,967,CCNE,CNB Financial Corporation Common Stock,1,Strong Buy,,,,,,,,,,
968,968,CD,Chindata Group Holdings Limited American Depositary Shares,1,Strong Buy,,,,-0.04,0.08,27.43,0.33,3.06,,
969,969,CDAK,Codiak BioSciences Inc. Common Stock,1,Strong Buy,,,,,,,,,,
970,970,CDK,CDK Global Inc. Common Stock,1,Strong Buy,-0.1,-0.04,,,,,,,,
971,971,CDMO,Avid Bioservices Inc. Common Stock,1,Strong Buy,,,2.24,0.13,0.34,0.73,0.95,9.24,0.1,
972,972,CDNA,CareDx Inc. Common Stock,1,Strong Buy,,,,-0.07,0.4,8.95,1.02,7.7,0.11,
973,973,CDNS,Cadence Design Systems Inc. Common Stock,1,Strong Buy,0.27,0.16,1.05,0.23,3.55,9.49,0.88,2.48,0.01,1.0
974,974,CDTX,Cidara Therapeutics Inc. Common Stock,1,Strong Buy,,,1.33,-1.13,-1.41,0.32,0.37,2.39,0.01,
975,975,CDXC,ChromaDex Corporation Common Stock,1,Strong Buy,,,1.73,-0.38,-0.1,0.62,0.3,6.13,0.05,
976,976,CDXS,Codexis Inc. Common Stock,1,Strong Buy,,,1.34,-0.28,-0.51,2.52,1.0,7.28,0.1,
977,977,CDZI,CADIZ Inc. Common Stock,1,Strong Buy,,,,,,,,,,
978,978,CECE,CECO Environmental Corp. Common Stock,1,Strong Buy,,,,,,,,,,
979,979,CELC,Celcuity Inc. Common Stock,1,Strong Buy,,,1.56,0.0,-2.35,2.14,0.45,3.97,0.03,
980,980,CELH,Celsius Holdings Inc. Common Stock,1,Strong Buy,,,2.05,0.06,0.42,2.51,0.43,2.7,0.04,
981,981,CELU,Celularity Inc. Class A Common Stock,1,Strong Buy,,,,,,,,,,
982,982,CENT,Central Garden & Pet Company Common Stock,1,Strong Buy,,,,,,,,,,
983,983,CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,1,Strong Buy,,,0.56,0.05,3.06,22.28,0.87,3.52,0.03,
984,984,CENX,Century Aluminum Company Common Stock,1,Strong Buy,,,2.73,-0.15,3.92,4.11,0.6,2.4,0.09,
985,985,CERE,Cerevel Therapeutics Holdings Inc. Common Stock,1,Strong Buy,,,,0.0,-1.76,2.3,0.72,7.8,0.09,
986,986,CERN,Cerner Corporation Common Stock,1,Strong Buy,,,0.74,0.13,3.58,13.45,0.9,5.27,0.05,
987,987,CERS,Cerus Corporation Common Stock,1,Strong Buy,,,1.21,-0.58,-0.33,0.49,0.83,10.78,0.08,
988,988,CERT,Certara Inc. Common Stock,1,Strong Buy,0.04,0.13,,-0.21,0.34,5.46,0.86,1.62,0.03,
989,989,CETX,Cemtrex Inc. Common Stock,1,Strong Buy,,,2.07,-0.06,-0.66,1.59,0.07,0.01,0.0,
990,990,CEVA,CEVA Inc. Common Stock,1,Strong Buy,,,,,,,,,,
991,991,CFRX,ContraFect Corporation Common Stock,1,Strong Buy,,,,,,,,,,
992,992,CG,The Carlyle Group Inc. Common Stock,1,Strong Buy,,,1.37,0.34,3.63,12.23,0.4,6.44,0.07,
993,993,CGBD,TCG BDC Inc. Common Stock,1,Strong Buy,,,,,,,,,,
994,994,CGEM,Cullinan Oncology Inc. Common Stock,1,Strong Buy,,,,-2.85,-1.98,10.47,0.74,8.49,0.12,
995,995,CGEN,Compugen Ltd. Ordinary Shares,1,Strong Buy,,,2.32,0.0,-0.62,1.23,0.46,7.98,0.08,
996,996,CGNT,Cognyte Software Ltd. Ordinary Shares,1,Strong Buy,,,,0.02,0.95,4.23,0.87,0.4,0.0,
997,997,CGRN,Capstone Green Energy Corporation Common Stock,1,Strong Buy,,,2.46,-0.27,-0.27,1.49,0.19,2.66,0.03,
998,998,CHDN,Churchill Downs Incorporated Common Stock,1,Strong Buy,0.11,0.19,1.25,0.14,8.81,8.36,0.73,4.29,0.03,1.0
999,999,CHEF,The Chefs' Warehouse Inc. Common Stock,1,Strong Buy,,,2.32,-0.05,0.79,8.77,0.88,12.32,0.15,
1000,1000,CHK,Chesapeake Energy Corporation Common Stock,1,Strong Buy,,,,0.71,8.92,34.84,1.2,6.25,0.2,
1001,1001,CHRS,Coherus BioSciences Inc. Common Stock,1,Strong Buy,,,,,,,,,,
1002,1002,CHTR,Charter Communications Inc. Class A Common Stock New,1,Strong Buy,0.09,0.13,1.05,0.08,29.62,105.22,0.72,8.25,0.08,1.0
1003,1003,CHX,ChampionX Corporation Common Stock ,1,Strong Buy,,,3.21,0.0,1.16,8.3,0.98,3.79,0.02,
1004,1004,CIDM,Cinedigm Corp. Class A Common Stock,1,Strong Buy,,,1.59,-0.93,-0.07,0.13,0.13,0.38,0.02,
1005,1005,CIGI,Colliers International Group Inc. Subordinate Voting Shares,1,Strong Buy,,,,,,,,,,
1006,1006,CIVB,Civista Bancshares Inc. Common Stock,1,Strong Buy,,,,,,,,,,
1007,1007,CKPT,Checkpoint Therapeutics Inc. Common Stock,1,Strong Buy,,,1.61,0.0,-0.63,0.69,0.13,2.83,0.03,
1008,1008,CLAR,Clarus Corporation Common Stock,1,Strong Buy,,,0.89,0.05,1.5,6.83,0.77,3.24,0.02,
