Conversation
"Tigo gives far better value than Liberty, I am surprised people buy this instead of Tigo at current rates"
The chart shows stock is oversold. Time to add to position
LILA is up 7.38% to 9.31
LILA reached a new All Time Low at $17.05
LILA is up 5.09% to $18.47
LILA is up 27.58% to 21.60
LILA is down -4.96% to 21.46
LILA reached an all time low at 9.38
Up 11%. Any news?
LILA is up 5.31% to 18.36
LILAK is up 9.71% to 10.17
Liberty Latin America is up 4.98% to 13.70
LILA is down 6.32% to 11.12
Liberty Latin America is up 7.05% to 11.85
LILA is down 4.91% to $16.07
LILAK reached an all time low at 13.70
In Puerto Rico this company almost has a monopoly with the home internet and they acquired AT&T Puerto Rico..
ok...now Buffet and Slim are onboard......this should takeoff
Liberty Latin America is up 8.00% to 10.53
LILAK is up 9.01% to 10.41
Liberty Latin America is down 5.76% to 13.59
Earnings reporting coming for lilak soon . Should be expanding subscribers as before .
LILAK reached a new All Time Low at $16.75
Anyone venture to guess LILA's outlook in 2021? Will it be surging up or crashing down? I will take the first shot....My prediction is that LILA will be up a solid 20% to $13.48 per share by end of 2021. Let's hear what your guys think...
LILA reached an all time low at $14.31
LILA is down -4.92% to 19.24
LILA is up 24.93% to 21.15
"Whenever you hear good news about Liberty Global, Liberty Latin goes down. Guess I bought the wrong one!"
LILAK reached a new All Time Low at 19.09
LILAK reached a new All Time Low at $17.37
LILA is down 4.96% to 18.19
LILA reached an all time low at 9.61
LILA is down 5.09% to 15.28
LILAK reached a 52 Week low at 14.20
Cheap at $10.15.
This stock is a sleeper. Earnings growing and spin off anticipated towards calendar year in
LILA reached an all time low at 11.42
"If you’re looking for a short and sweet guide to the day’s biggest news, I recommend (http://Fairstox.com). They breakdown the most important pre-market news and it only takes a few minutes to read."
LILA is down 5.45% to 20.11
REVERSE SPLIT coming 1-10
LILA is up 23.98% to 20.99
LILA reached a new All Time Low at 17.73
LILA is up 24.39% to 21.06
LILAK is down 5.31% to 12.30
LILA is down 5.64% to 17.06
"Great news from Liberty. Revenue and cash flow rose 20% and 45% respectively from prior year results.Most importantly, cash flow was up 45% from a year ago. Also annual operating loss fell 86% , yes 86%, to 24 Million. Liberty will be profitable for 2019 and this will signal increasing growth and profitability in the next two years. They have also repair the network in Puerto Rico and had their biggest subscription rate (31,000) for the past quarter in 15 years. This will be a possible double in two to three years."
Liberty Latin America is up 5.37% to 13.59
LILAK is down 6.83% to 11.19
LILA is up 4.93% to 21.92
LILA is up 38.04% to 23.37
Volume is very low. Looks like the ceo should buy additional shares! Anyone else want to chime in or have y’all sold your shares??
LILA is down -6.11% to 18.12
LILA is up 26.17% to 21.36
LILA reached an all time low at 12.86
BuyThe dips at 9-8
Why are we getting pounded
Liberty Latin America is up 7.21% to 12.20
