Conversation
$TC.CA $TCX Reiterates CIBC World Markets Outperform CAD 70
What's up w/ these chicoms....PUMPING N DUMPING since C-19 began.....
Pump and dumb ?
Nobody is ever on here
if they really exist.
you been warned warned bigbig massese masseseprofit selling crashcrash back below 3.50 by ned of day get what you can now or get alotlot les beveryvery afraid to lossalotlot moremoney
Quiet up in here lol
LOLOLOLOLTHIS company has nothiing nothing done nothing to warrent company to go up. THIS WAS TRADING AT 70 CENT LESSTHEN 5 DAYS AGO THEN PUMP AND DUMPYSCHEME BETTER BELIEVE IT THIS WILL have ascaryscary CRASHCRASHBACKBELOW 70 CENT
"It seems TC is at its bottom now. Will TC go up?加入微信讨论群：To join the Chinese Investor Group, please add WeChat ID: ChinaInvestorGroup"
JT is the next on next week
Whats going on here??
now
https://seekingalpha.com/article/4223724-tuanche-chinese-omni-channel-automotive-marketplace-ready-25_5-million-ipo
BE VERY VERY VERY AFRAID GET WHAT YOU CAN NOW ORGET ALOTLOT LESSTHEN 3.00 TO 3.50 WILL CRASHBACK BELOW $3.50 BY END OF DAY AFRAID
Look out for after hours today
no kidding whats up with this stock
getready scaryscary crash coming here come probably newoffering share range in the $3 t $3.50 range.the usual pattern on friday andmonday
HALTED???
SCARY SCARY CRASH BACJK BELOW $3 THE SMART PEOPLE ALWAY ALWAY TAKE MONEY OFF THE TABLE SO SHOULDYOU SO SHOULDYOU MASSAS MASSASPROFIT SELLING SELLING DUMPING COMING SOOM
when ever a stock have a big big run up so so fast 90 percent time they alway do new offering on a friday or monday to raise money
BIGBIG SCARYSCARY SELL OFF COMING FRIDAY AND MONDAY BE VERYVERYAFRAID
"Reverse Split and let it fall some more - then might be worth a look. Lather, Rinse, Repeat"
people dont be scared to ride it on its way up!
LOOK OUT BELOW HERECOME THESCARYSCARY CRASHCRASHBELOW $3 GETOUTOUTNO GETWHATYOUCANNOWORGETALOTLOT LESTHEN $3 SOON BEVERYVERY AFRAID TOLOSS ALOTLOY MOREMONEY NOW
dam im happy in invested in it
"Just a head up to all my fellow traders, don't hold this stock over night or invest in it. The price is high because it is a Revers Split stock.... Trade it but hold it, extremely risky!"
WARNINGWARNING BIGBIGSELL OFF COMING FRIDAY AND MONDAY COULD SEE ANAGEMENT DO NEW OFFERING IN THE $3 RANGE TO RAISE MONEY THAT USUALY WHATHAPPEN WHEN STOCK RUN UP
pictures of cool race cars! hahahah.
"veryvery risky now the usual big run up, the pattern 90 percent time management do new offering to raise money warning warning could getbigbig selling off coming friday and monday managementcoud do neofferingin $3 range toraise money beveryvery afraid to lossalotlot moremoney"
It got halted
