Conversation
CZWI is down 8.43% to 7.39
CZWI is down 6.21% to 6.04
CZWI reached a 52 Week low at 5.51
Citizens Community is up 5.03% to 7.82
CZWI is up 8.86% to $12.90
Citizens Community is up 7.20% to 13.40
CZWI is up 11.03% to 6.14
CZWI is up 4.91% to 11.54
CZWI is down 8.23% to 10.71
CZWI reached a 52 Week low at 9.05
CZWI reached a 52 Week low at 9.78
CZWI reached a 52 Week low at 5.88
CZWI is up 6.21% to 10.94
CZWI is down 7.98% to $11.87
CZWI is down 5.97% to 6.61
Citizens Community is down 5.29% to 10.51
CZWI is down 5.43% to $10.97
CZWI is up 7.47% to 5.99
Proxy includes a shareholder proposal encouraging the company Board to seek a sale or merger of the company. Seems reasonable enough.
CZWI is down 13.68% to 6.03
CZWI reached a 52 Week low at $11.56
CZWI acquiring WEFP in Minnesota. Looks reasonable at a glance. I still expect them to be a seller in the next 2-3 years unless they can grow their way into the Russell 2000 Index.
Citizens Community is up 5.06% to 12.45
CZWI reached a 52 Week low at 6.06
Citizens Community is up 12.72% to 7.00
CZWI is down 12.54% to 6.07
Citizens Community reached a 52 Week low at 10.26
CZWI reached a 52 Week low at 10.10
CZWI reached a 52 Week low at 6.00
CZWI is down 5.29% to 10.51
CZWI reached a 52 Week low at 10.26
CZWI is down 8.44% to $10.80
CZWI reached a 52 Week low at 8.00
CZWI is down 11.31% to 8.00
CZWI is down 5.70% to 10.26
Citizens Community is up 7.17% to 8.22
CZWI is down 9.01% to 6.16
CZWI is down 6.80% to $11.93
CZWI is down 10.49% to 7.00
Citizens Community is down 4.93% to 10.42
CZWI reached a 52 Week low at $10.50
CZWI reached a 52 Week low at 9.65
CZWI reached a 52 Week low at 6.58
CZWI is up 5.05% to 9.48
CZWI is down 6.43% to $10.62
CZWI reached a new 52 Week Low at $12.58
CZWI is down 6.92% to 9.68
CZWI is up 12.27% to 6.68
CZWI is up 5.34% to $11.11
CZWI is down 6.17% to $10.50
CZWI reached a new 52 Week Low at $12.81
CZWI is up 6.31% to $12.46
CZWI is down 5.70% to $11.75
Citizens Community is up 6.24% to 11.07
CZWI reached a 52 Week low at 5.26
Citizens Community is down 4.95% to 14.02
CZWI is down 11.10% to 9.05
