Conversation
FTI Consulting is up 4.95% to 115.39
FCN reached a new 52 Week High at 80.25
FCN is up 6.58% to 111.96
FCN reached an all time high at 131.43
FCN is down 4.91% to 111.28
FCN is up 5.04% to 115.94
FTI Consulting is up 6.56% to 118.18
FCN reached a new 52 Week High at 68.80
FCN reached an all time high at 110.99
FCN reached a new 52 Week High at 65.95
FCN reached a new 52 Week High at 50.54
FCN reached an all time high at 126.09
FCN reached an all time high at 123.79
FCN reached an all time high at 93.20
FCN reached a new 52 Week High at 48.75
FCN reached a new 52 Week High at 51.32
FCN reached a new All Time High at 81.56
FCN is down 5.34% to 108.50
FCN is up 4.95% to 71.51
FCN reached an all time high at 128.68
FCN reached an all time high at 88.36
FCN is down 5.03% to 112.51
FCN reached an all time high at 104.88
FTI Consulting is down 10.06% to 108.29
"FTI Consulting, Inc. is down 5.76% to $113.01"
FTI Consulting is down 7.40% to 123.31
FCN is down 12.53% to 100.77
FCN reached an all time high at 120.98
Yeet
FCN is down 5.36% to 124.64
FCN reached an all time high at 96.71
FTI Consulting is down 12.53% to 100.77
FCN is up 4.93% to 58.32
FCN is down 4.92% to 109.02
FCN reached a new 52 Week High at 45.76
FTI Consulting is up 5.04% to 115.94
FCN is down 4.95% to 109.13
FCN is up 6.46% to $70.89
FTI Consulting reached an all time high at 143.12
FCN is up 6.96% to 130.75
FCN reached a new 52 Week High at 65.06
FTI Consulting is down 6.66% to 132.63
FCN is up 6.57% to 112.75
FCN is down 5.83% to 110.84
FCN is down 4.93% to $70.35
FCN reached an all time high at 137.90
FTI Consulting reached a 52 Week low at 99.42
FCN is up 7.63% to 55.00
FCN is down 6.13% to 110.77
FCN is up 5.49% to 45.55
FCN reached a new 52 Week High at 74.41
FTI Consulting is up 5.14% to 108.35
FCN is up 5.54% to 89.39
FCN is down 10.06% to 108.29
FCN is down 5.03% to 114.08
FCN is down 5.00% to 117.51
FCN reached an all time high at 107.56
FCN is up 4.91% to 98.86
FCN reached an all time high at 82.85
FCN is up 10.99% to 75.63
FCN reached a new 52 Week High at 62.77
FCN reached a new 52 Week High at 63.42
FCN reached a new 52 Week High at 55.00
FCN is up 5.06% to 82.84
FTI Consulting is down 4.93% to 114.00
FTI Consulting is down 7.23% to 102.00
FTI Consulting is down 4.92% to 109.02
FCN is up 5.05% to 66.93
