Conversation
LKFN is down 4.92% to 40.22
LKFN is down -4.95% to 47.45
LKFN reached a 52 Week low at 37.00
Lakeland Financial is down 8.78% to 37.11
Lakeland Financial reached an all time high at 56.88
Lakeland Financial is down 5.10% to 57.02
LKFN is down 7.85% to 32.50
Lakeland Financial is up 6.67% to 34.72
LKFN is up 6.67% to 34.72
LKFN is up 7.25% to 38.62
Lakeland Financial is down 4.96% to 50.78
LKFN is up 11.98% to 36.84
Lakeland Financial reached an all time high at 61.25
LKFN is down 4.98% to 33.39
LKFN reached a new 52 Week Low at $40.06
Lakeland Financial is down 4.92% to 40.22
Lakeland Financial reached a 52 Week high at 50.56
LKFN reached a 52 Week low at 34.54
Lakeland Financial reached an all time high at 59.99
LKFN is down 5.47% to 42.01
Lakeland Financial is down 5.01% to 37.00
Lakeland Financial is up 8.83% to 37.11
Lakeland Financial reached an all time high at 65.42
LKFN is up 4.99% to 42.91
Lakeland Financial reached a 52 Week low at 37.00
LKFN reached a new 52 Week Low at $44.55
I smell a split coming soon
Lakeland Financial reached a 52 Week low at 34.54
Lakeland Financial reached an all time high at 53.00
LKFN reached a 52 Week low at 40.79
Lakeland Financial reached an all time high at 63.10
Lakeland Financial reached a 52 Week low at 38.17
Lakeland Financial is down 9.73% to 31.07
Lakeland Financial is down 5.45% to 49.09
Lakeland Financial is up 9.26% to 40.81
LKFN is up 5.35% to $41.53
Lakeland Financial is up 5.12% to 57.24
LKFN is up 6.83% to 34.87
LKFN reached a new 52 Week Low at $42.74
LKFN is down 5.01% to 37.00
LKFN is down 7.32% to 35.13
Lakeland Financial reached a 52 Week low at 33.66
LKFN is down 6.65% to 36.75
LKFN reached a 52 Week low at 38.17
LKFN reached a new 52 Week Low at $41.72
LKFN is up 5.25% to 34.08
Lakeland Financial is up 7.77% to 47.00
LKFN reached a 52 Week low at $38.85
Not complaining but why such a move?
Lakeland Financial is up 15.53% to 68.53
Lakeland Financial is down 4.98% to 33.39
Lakeland Financial is up 6.75% to 53.00
Lakeland Financial is down 4.90% to 72.51
Lakeland Financial reached an all time high at 53.62
LKFN reached a 52 Week low at 33.66
LKFN is down 9.73% to 31.07
Nice
