Conversation
RNST reached a 52 Week low at 28.00
RNST reached a 52 Week low at 25.03
RNST is down 4.96% to 27.97
RNST is down 7.53% to 19.41
RNST is up 5.01% to 25.37
RNST is down 4.91% to 33.19
Renasant is up 9.52% to 25.20
RNST reached a 52 Week low at 23.70
Renasant is up 9.15% to 24.09
RNST is up 6.66% to 23.37
RNST is up 5.08% to 22.34
RNST reached a new All Time High at 46.38
RNST reached a 52 Week low at 19.46
Renasant is down 6.60% to 21.80
Renasant is up 5.96% to 22.95
"$RNST - Looks like investors are dumping; 1,200,000 shares traded. Guess the market did not like the dilution news."
Renasant reached a 52 Week low at 19.88
Renasant is down 16.85% to 19.88
RNST reached a new All Time High at 47.43
RNST reached a 52 Week low at $30.37
Renasant is down 4.97% to 41.32
RNST reached a new 52 Week Low at $37.48
Renasant reached a 52 Week high at 39.50
Renasant reached a 52 Week low at 26.44
Renasant is up 6.15% to 36.23
Renasant is down 5.79% to 38.86
RNST reached a 52 Week low at 23.03
RNST reached a 52 Week low at 21.80
Renasant is down 5.34% to 23.58
Renasant is up 7.62% to 23.44
RNST is down 4.93% to $34.70
Good assets. Acquisition of Brand Bank gives them the keys to the Atlanta Business loan market. I know plenty of Atlanta companies shifting their (new) business away from Suntrust (post BBT acquisition and relocation of headquarter) and moving to RNST and Regions.
RNST reached a new 52 Week Low at $33.81
Renasant reached a 52 Week low at 25.03
RNST reached a 52 Week low at 30.83
RNST reached a 52 Week low at $29.02
Renasant reached a 52 Week low at 23.70
$RNST - Announce a stock dilution while your stock is ex-dividend. Sounds fishy.
Damn I am glad I bought this stock when it was in the drain... Up seems to be the only direction it's going right now.
Renasant reached a 52 Week high at 36.23
RNST is up 5.96% to 22.95
RNST reached a 52 Week low at 26.44
Renasant is down 4.96% to 36.98
RNST is down 6.46% to 22.75
RNST reached a 52 Week low at 29.30
RNST reached a 52 Week low at $28.57
RNST reached a 52 Week low at 19.88
$31.57 RNST CFO J MABRY 28K SHARES NOV 2
Renasant is down 7.23% to 25.03
RNST is down 16.85% to 19.88
RNST reached a new 52 Week Low at $34.41
Renasant reached a 52 Week low at 21.80
Renasant is up 9.72% to 28.32
Renasant is down 5.02% to 28.26
Renasant is down 4.96% to 27.97
RNST is down 6.60% to 21.80
RNST is down 7.32% to 21.78
RNST is down 7.23% to 25.03
Renasant is up 7.89% to 25.17
RNST is down 5.34% to 23.58
Renasant is up 5.01% to 25.37
RNST is up 6.98% to 21.45
Renasant is up 7.02% to 30.63
RNST is down 6.04% to 30.02
Renasant reached a 52 Week high at 38.29
Renasant is up 8.60% to 22.22
Renasant is down 5.04% to 39.03
Renasant reached a 52 Week low at 23.03
What's with the share price going the toilet?
RNST reached a new 52 Week Low at $35.98
