Conversation
KMPR reached a new All Time High at 75.78
KMPR reached a new All Time High at 72.25
Kemper reached a 52 Week high at 82.50
"KEMPER purchases Infiniti, $51 + 1.12 kemper share for each share."
Kemper is down 4.92% to 72.13
KMPR is down -4.95% to 54.70
KMPR reached a new All Time High at 81.60
"If you’re looking for a short and sweet guide to the day’s biggest news, I recommend (http://Pick-stocks.com). They breakdown the most important pre-market news and it only takes a few minutes to read."
Buy the dip?
KMPR reached a new All Time High at 79.60
https://www.twst.com/news/joseph-lacher-wants-know-specialized-insurance-makes-money-investors/
KMPR reached a new All Time High at 73.00
Kemper is down 4.92% to 67.09
KMPR is down -4.97% to 56.45
KMPR is up 5.14% to 58.35
KMPR reached a new All Time High at 83.80
KMPR is up 7.51% to 65.85
KMPR is up 6.74% to $80.16
Kemper reached a 52 Week high at 84.31
CRMD is going to 30 to 40 % today. WOW what great news!
