,Ticker,Conversations,Headlines
137,HMN,0.022563829787234053,-0.11127499999999999
138,HMY,0.12191125,0.29225
139,HRL,0.20014611111111108,0.37009
140,HSBC,0.08074562500000002,0.025633333333333317
141,HT,-0.01184413793103448,0.3037333333333334
142,HXL,0.08269597315436242,0.01965
143,ICL,0.0882826388888889,0.2783
144,IHG,-0.026039999999999994,0.156225
145,INGR,0.01473762376237623,-0.021449999999999997
146,JHG,0.021536666666666652,-0.0637888888888889
147,JKS,0.20935875000000012,0.146025
148,JMIA,0.17357214285714279,0.05968749999999999
149,JMP,0.06231272727272728,-0.081075
150,JWN,0.21811499999999998,0.3096285714285714
151,KAMN,0.10648736842105266,0.07065714285714286
152,KMB,0.15482214285714294,-0.17332499999999998
153,KMI,0.19344428571428565,0.42666774193548396
154,KNOP,0.20803142857142862,0.08333333333333333
155,KR,0.25522562499999996,0.2029076923076923
156,KRA,0.06763869047619046,0.22065714285714286
157,LCI,0.28979125000000006,-0.21656666666666666
158,LII,0.021090123456790122,-0.19842222222222222
159,LL,0.24152187500000002,-0.35175
160,LOMA,0.0548082474226804,0.0
161,LPL,0.32528999999999997,0.0
162,LTC,0.16163128491620116,-0.17467000000000002
163,LUMN,0.2653816666666666,0.03362999999999999
164,MAC,0.3805950000000001,0.18483999999999998
165,MD,-0.06376350364963507,0.19537272727272725
166,MDLA,0.18278044692737422,0.02955000000000001
167,MEI,-0.01661395348837209,0.0043
168,MFG,0.03403636363636363,0.25056
169,MKC,0.24069550000000015,-0.07646666666666667
170,MOV,0.12593000000000001,0.29973333333333335
171,MTD,0.038667605633802817,0.16445454545454544
172,NBR,0.24730593607305934,0.09423333333333334
173,NEXA,0.011222404371584697,-0.010933333333333326
174,NGL,0.17268678571428567,0.2732
175,NHI,0.052966363636363624,-0.11333333333333334
176,NINE,0.07099653179190747,-0.14697499999999997
177,NTCO,0.05348101265822784,0.2787
178,NYC,0.06662063492063491,-0.06984999999999998
179,OLP,0.10467368421052627,0.2852333333333333
180,PBF,0.22133807692307686,0.29009375000000004
181,PBFX,0.11318040540540547,-0.0173375
182,PGRE,0.10375897435897437,0.026516666666666664
183,PHI,0.08626790123456787,0.21015
184,PKG,0.061525190839694634,0.21929411764705886
185,PLTR,0.20449888888888887,0.22771875
186,PNM,0.12202826086956522,0.1756375
187,PNW,0.08652589285714295,-0.0537
188,PRTY,0.3635865,0.48179999999999995
189,PRU,0.2307490909090908,-0.25685555555555556
190,PSB,-0.01977982456140352,-0.07543333333333334
191,QS,0.2517276381909549,0.08093333333333334
192,RES,0.009539999999999993,0.0
193,REV,0.11657683397683391,0.27705
194,RGR,0.11975363636363638,0.20095
195,RIG,-0.047143220338983056,-0.1124
196,RKT,0.13067837837837842,0.13719444444444445
197,RNR,-0.028718181818181813,-0.09545999999999999
198,RPAI,-0.03174615384615384,-0.00865
199,RYI,0.05324687499999998,0.323875
200,RYN,0.02684027777777777,0.12726666666666667
201,SCU,0.10679041666666665,0.21728333333333336
202,SFBS,0.026948936170212764,0.060200000000000004
203,SHO,-0.06099555555555559,0.12738
204,SII,0.20575257731958757,0.2394666666666667
205,SJM,0.15425,0.12587777777777778
206,SJW,0.0031916666666666686,-0.20615
207,SKT,0.45052388888888917,-0.23864000000000002
208,SKY,0.2263245283018865,0.4657777777777778
209,SMLP,0.13676277777777776,0.037333333333333336
210,SON,-0.05413673469387756,0.012818181818181828
211,SPNT,0.0057837209302325585,0.1623
212,SRLP,0.04762062499999997,0.09106666666666667
213,TAL,0.15031069182389936,0.14256666666666665
214,TEVA,0.022969285714285706,-0.08599333333333334
215,TISI,0.043173825503355696,-0.3612
216,TTC,0.13877291666666672,-0.44431666666666664
217,TWI,0.08598481012658228,0.20015714285714287
218,UE,-0.019086956521739123,0.07543333333333334
219,UL,0.00603909090909091,-0.031190909090909092
220,UNF,-0.003387037037037034,-0.048657142857142864
221,UNFI,0.4192640909090907,0.48435882352941173
222,USAC,0.13075799086757994,0.30090000000000006
223,USNA,0.029135922330097087,0.12238888888888891
224,UVE,0.08145538461538465,0.31893333333333335
225,VER,0.2209404166666665,0.04290000000000001
226,VET,0.28746750902527074,0.4401333333333333
227,VIV,0.01282045454545455,0.0
228,VNE,0.03053712574850296,-0.0012153846153846182
229,VNO,0.012655135135135128,0.35318
230,WBT,0.06313940886699507,0.49956666666666666
231,WIT,0.057456331877729264,0.10777777777777778
232,WLKP,0.068490625,-0.15293333333333334
233,WOR,0.06556141732283464,0.2138
234,WPG,0.14794078212290496,0.0
235,WRE,0.08113749999999997,-0.06644
236,WTM,-0.008195454545454546,-0.05852222222222222
237,WTS,0.016720833333333338,0.06291428571428571
238,XL,0.13990208333333332,-0.09106666666666667
239,YELP,0.12967291666666672,0.0671142857142857
240,YSG,0.12749712643678163,0.6597
241,AAON,0.08029178082191778,0.15170714285714285
242,ABTX,0.010384210526315794,0.057053846153846156
243,ADMP,0.18858883248730954,0.25158
244,ADP,0.06614142259414224,0.09769310344827588
245,AESE,0.15660250000000003,0.35746666666666665
246,ALOT,0.05845096774193549,0.31992000000000004
247,ALRS,0.7125,0.02612352941176471
248,ALTM,0.19673127413127406,0.1376777777777778
249,ALYA,0.05839179104477612,0.12765625
250,AOSL,0.23218999999999984,0.08716666666666666
251,APPF,0.13106014492753623,-0.105375
252,APRE,0.15104181818181828,0.08915999999999999
253,ARCT,0.26408590909090907,0.19922352941176472
254,AROW,-0.0053602941176470525,0.13149999999999998
255,ASLE,0.30182568807339444,0.31572000000000006
256,ATXI,0.1234955,-0.23679999999999998
257,AXDX,0.1565990867579908,0.014600000000000002
258,BANF,0.017925000000000007,0.0598857142857143
259,BBBY,0.13536805555555556,-0.017399999999999992
260,BCBP,0.02973835616438357,0.03582857142857143
261,BFC,-0.08491666666666665,0.15208333333333335
262,BHF,0.03821026785714284,0.05466363636363636
263,BKCC,0.058138509316770275,0.04228571428571428
264,BKEP,0.24185346153846152,0.29324000000000006
265,BLBD,0.10319424460431655,0.1833375
266,BLCM,0.27399777777777773,0.1796
267,BLCT,0.09483846153846157,-0.031609999999999965
268,BOCH,-0.03947384615384616,0.24695
269,BSBK,0.0,0.0
270,CACC,0.08520249999999997,0.588275
271,CBFV,-0.028886666666666675,0.019850000000000013
272,CBRL,0.29409277777777776,0.35012000000000004
273,CBSH,-0.006149999999999996,0.178
274,CBTX,-0.006114814814814816,0.06861818181818181
275,CCBG,9.500000000000064e-05,0.037000000000000005
276,CFBK,0.30405,0.08784166666666669
277,CFFN,0.07543287671232876,-0.07646666666666667
278,CHCO,-0.03584347826086955,0.07646666666666667
279,CLBK,0.08472812499999999,0.03289999999999999
280,CLNE,0.35494125,0.6640647058823528
281,CLVS,0.10982714285714283,-0.15854999999999997
282,CNDT,0.31110440251572336,0.025314285714285716
283,CNFR,0.06019541984732823,-0.3028333333333333
284,CNXN,0.07400697674418603,0.10712727272727272
285,COHR,0.16255230125523012,0.12345
286,COLB,0.057964835164835166,-0.0508888888888889
287,CRON,0.35743076923076905,-0.04977000000000001
288,CRTX,0.11732445255474451,0.06580555555555555
289,CRWS,0.1729278481012658,-0.0034285714285714275
290,CVAC,0.18113600000000005,0.046873333333333336
291,DFFN,0.5443754545454549,0.11418333333333335
292,DFH,0.12210133333333331,0.31990714285714283
293,DHC,0.20499727272727256,0.4742583333333334
294,DISCK,0.2805562211981567,0.056338461538461546
295,DSPG,0.03354343434343434,-0.13019166666666668
296,EBSB,0.005875471698113216,-0.11426666666666667
297,EGBN,-0.08804814814814815,-0.05759999999999999
298,ENDP,0.056039285714285736,-0.01022222222222222
299,ESGR,0.06899595959595958,-0.008466666666666667
300,ESLT,0.10653979591836737,0.2215642857142857
301,ESSA,0.06466363636363637,0.22296666666666665
302,ESXB,0.40219999999999995,0.3117600000000001
303,EXPD,0.027031746031746042,0.15673846153846152
304,FANH,-0.012449541284403665,-0.133625
305,FARO,0.038620212765957444,0.015561538461538462
306,FBRX,0.09987025089605739,-0.2769
307,FCEL,0.3075562790697673,0.24815833333333337
308,FCRD,-0.03124240000000001,0.08655714285714285
309,FFBC,-0.03884925373134329,0.04003636363636364
310,FFIN,0.03471449275362319,0.01255
311,FHB,0.04855384615384612,0.0624888888888889
312,FLNT,0.25190249999999975,0.03571428571428571
313,FMAO,0.21953333333333333,0.0929
314,FNWB,-0.011511764705882355,0.0
315,FRBK,0.08382538461538462,0.12575714285714285
316,FTEK,0.2041746428571427,0.1531
317,FULT,-0.0019070422535211278,0.1256684210526316
318,GABC,0.06392,0.3195304347826088
319,GAIN,0.34920576271186443,0.13808181818181817
320,GBDC,0.007040425531914901,0.09388571428571428
321,GBLI,0.01700185185185183,-0.07524285714285714
322,GECC,0.17701151832460732,0.55456
323,GLAD,0.19026241134751773,-0.02014
324,GRPN,0.1296554166666667,0.022699999999999998
325,GSKY,0.24645648535564846,0.14123750000000002
326,HA,0.20932384937238488,0.10847
327,HHR,0.025533333333333335,0.0
328,HMHC,0.18504269230769224,0.22346666666666667
329,HOPE,0.3971772277227722,0.5302500000000001
330,HRZN,0.23391212121212102,0.013805555555555552
331,HTBI,-0.030187499999999996,0.1981625
332,ICMB,0.10671,0.42791999999999997
333,IDRA,0.6486987499999999,-0.19832
334,INFN,0.36366944444444427,-0.15293333333333334
335,INGN,0.10764555555555558,-0.22486
336,INOV,0.04643414634146341,0.02204444444444444
337,INTC,0.3199335714285712,0.14185675675675674
338,IRBT,0.33356999999999987,0.16118499999999997
339,ITRM,0.21613876404494387,0.03205000000000001
340,ITRN,-0.02777142857142857,0.12828
341,JAKK,0.2127410071942446,-0.07369
342,JOBS,0.10232000000000001,0.4404
343,KLXE,0.2116971428571428,0.2732
344,KRMD,0.13971974522293,-0.012833333333333335
345,LAZY,0.03897222222222222,0.10624285714285715
346,LGIH,0.2851511111111111,-0.04662941176470588
347,LHDX,0.19645437500000001,-0.1718285714285714
348,LILA,0.09826573033707858,0.5267
349,LILAK,0.10932062499999992,0.5579714285714286
350,LJPC,0.2947383333333332,0.13126666666666667
351,LKFN,-0.020549122807017536,0.2455
352,LMNL,0.1374675,-0.18352
353,LMRK,-0.0015758293838862628,-0.18426153846153853
354,LSTR,0.02899137931034483,0.21760714285714286
355,MCBS,0.027239130434782606,0.062287499999999996
356,MGEE,0.15988478260869568,0.3143500000000001
357,MGI,0.29710681818181806,-0.14352222222222222
358,MGLN,0.006047413793103454,0.3237
359,MGPI,0.01339588235294116,-0.05814285714285713
360,MILE,0.11017638190954772,-0.13039090909090909
361,MLVF,-0.0005125000000000006,-0.12354000000000001
362,MMLP,0.23615392857142856,0.03911428571428571
363,MMYT,-0.019000000000000013,-0.08032857142857143
364,MNRO,-0.014977678571428567,0.20391666666666666
365,MSON,0.05258153846153843,-0.22513333333333332
366,MVIS,0.11874147465437793,0.008305555555555554
367,MYGN,0.15022166666666661,0.01369999999999999
368,NATI,0.024708571428571434,0.11143
369,NEWT,0.11622527075812272,-0.0683
370,NOVT,0.12406223776223774,0.13316
371,NRIM,0.08941960784313725,-0.14902222222222222
372,NTCT,0.07967599999999998,0.07646666666666667
373,NTUS,0.030106034482758625,0.12204166666666666
374,NWBI,0.13919230769230773,-0.04069999999999999
375,ODP,0.21141499999999996,0.04992727272727274
376,ODT,0.16064666666666655,-0.12701
377,OMP,0.17717208333333354,0.014
378,OPI,0.20323954545454553,0.4886937500000001
379,OXSQ,0.09919551724137932,0.06218333333333334
380,OZON,0.18930639269406396,0.0
381,PBCT,0.10302323651452266,0.349125
382,PBIP,0.0031565217391304346,0.0
383,PBPB,-0.03968795180722892,0.0034875000000000045
384,PBYI,0.1593504166666667,-0.09785714285714285
385,PETS,0.2814838461538459,-0.04713333333333333
386,PROG,0.13271392857142858,0.1887
387,PROV,-0.03420923076923077,-0.0282875
388,PXS,0.10733272727272729,-0.23156
389,QADA,0.02798333333333332,-0.12252500000000002
390,QLYS,0.016511920529801327,0.2730047619047619
391,RAIL,0.18971383647798742,0.178125
392,RAVN,0.16943999999999995,0.018892307692307694
393,RDI,0.213976,0.0
394,RDUS,0.22634312499999995,0.053418181818181816
395,RIDE,0.1691675,0.034205
396,RNST,-0.02287999999999999,0.03781428571428571
397,SABR,0.23487937499999986,0.17439090909090907
398,SAFM,0.1516433155080213,-0.12396875000000002
399,SBSI,0.03853599999999998,0.0
400,SCR,0.2856779661016949,0.6119666666666667
401,SCWX,0.03368101265822783,0.12582857142857143
402,SDC,0.14214699999999997,0.08684615384615385
403,SEAC,0.29314055555555546,0.192925
404,SFNC,-0.023360869565217386,0.13418823529411766
405,SIGI,-0.03984909090909092,0.16309
406,SMMT,0.35502125000000007,-0.5065500000000001
407,SND,0.24742333333333327,0.34843749999999996
408,SNDL,0.2181864406779661,0.06701875000000002
409,SOLY,0.33379863636363627,-0.11902499999999999
410,SPTN,0.12334152542372878,0.09852500000000002
411,SPWH,0.16954502369668237,0.10614285714285714
412,SPWR,0.25647250000000005,0.0593
413,STKS,0.275296551724138,0.015742857142857152
414,SUNW,0.28381728971962616,0.10262857142857143
415,TBNK,-0.0193375,0.06474999999999999
416,TC,-0.02928666666666667,0.0
417,TCDA,0.24224107142857149,0.0
418,THFF,-0.032582926829268284,0.05550833333333333
419,THRM,0.05123999999999999,0.09182499999999999
420,THTX,0.21014357976653691,0.04973333333333333
421,TIGO,0.028056249999999987,0.030883333333333336
422,TRMK,-0.0014780000000000014,-0.0018722222222222196
423,TROW,0.18960402298850565,0.09520333333333333
424,TRST,0.09229579439252339,0.09637142857142857
425,TRVG,0.2349465949820789,0.07116
426,UIHC,0.12381363636363636,-0.08875714285714283
427,USAP,-0.019340322580645167,0.017812499999999995
428,USWS,0.17859843137254894,0.21920833333333337
429,VCNX,0.17829750000000003,0.004020000000000001
430,VIOT,0.21228346153846134,0.074
431,WAFD,0.022942307692307692,0.3094083333333333
432,WDFC,0.04147441860465117,0.06577777777777777
433,WRLD,0.1802131782945735,0.41860909090909093
434,WSBF,0.020536734693877554,0.013140000000000021
435,WTBA,-0.04302666666666668,0.04170909090909091
436,XENT,-0.07679380530973454,-0.42095384615384607
437,XONE,0.2996504999999998,-0.16775333333333334
438,YJ,0.14702423076923077,0.1147
439,Z,0.1311435714285715,-0.07839285714285715
440,ZEUS,-0.002059872611464964,0.07196923076923077
441,ZY,0.13129999999999994,-0.05269999999999999
442,APRN,0.18503555555555554,-0.02054
443,BBAR,0.06594050000000001,0.0
444,BVN,-0.0015424836601307188,-0.056575
445,CNS,0.03755357142857143,-0.06465714285714286
446,ENIA,0.034808064516129035,-0.04526
447,FPH,-0.013722105263157891,0.13935
448,GCI,0.30864625000000007,0.12726666666666667
449,KB,0.021776623376623377,0.10533999999999999
450,LAIX,0.10357706422018353,0.0
451,MMI,0.01366842105263158,0.183775
452,NL,0.011287387387387394,0.14886666666666667
453,NMM,0.25183999999999995,0.4392
454,ONE,0.0536934065934066,0.1348
455,RYB,-0.04290562500000001,-0.0593
456,SHG,0.11941168831168827,0.074
457,SOGO,0.3763964285714287,0.0
458,TCS,0.15789499999999995,0.24695
459,TEO,-0.004297385620915033,0.0
460,TGS,-0.021363063063063063,0.0
461,WEI,0.12974152542372883,0.17556666666666665
462,WF,-0.030746153846153833,0.20386999999999994
463,YALA,0.17752446043165468,0.354425
464,ZME,0.012103125000000005,0.3825
465,AAPL,0.17293333333333336,0.06224888888888886
466,MSFT,0.2730058333333334,0.18416363636363633
467,GOOG,0.27475375,0.06302121212121214
468,GOOGL,0.16620958333333333,0.08525588235294117
469,AMZN,0.175509,0.08783125000000001
470,FB,0.06725114155251145,-0.0014919999999999944
471,TSLA,0.2038770462633451,0.0004648648648648647
472,NVDA,0.3001766666666666,0.15846190476190478
473,V,0.18682226890756296,0.11024571428571428
474,JPM,0.0696689497716895,0.09787083333333334
475,JNJ,0.12338708333333331,-0.061817647058823526
476,WMT,0.10905799999999999,0.15528275862068963
477,UNH,0.2624499999999999,0.11332727272727273
478,PG,0.23971136363636344,0.07680344827586205
479,HD,0.19190920502092046,0.13615757575757576
480,BAC,0.19017932960893846,0.12929142857142856
481,MA,0.14051402877697833,0.08257368421052633
482,DIS,0.08672416666666666,0.0007038461538461618
483,PYPL,0.18691806020066892,0.1034027027027027
484,CMCSA,0.21080412371134022,0.02735652173913044
485,NFLX,0.1905461111111111,0.10392619047619046
486,PFE,0.17953777777777777,0.20825909090909092
487,CRM,0.2155827272727271,0.018755555555555557
488,NKE,0.15926734693877548,0.23195789473684214
489,CSCO,0.273557627118644,0.172052
490,KO,0.3207013636363634,0.13144615384615385
491,ORCL,0.2161525139664804,0.19634000000000001
492,XOM,0.11185666666666669,0.16774848484848487
493,DHR,0.20528136363636354,0.03382307692307693
494,ACN,0.13511413612565445,0.19344347826086955
495,ABT,0.3208468749999999,0.12916249999999999
496,LLY,0.27820555555555554,0.11171891891891893
497,COST,0.17722803347280341,0.11969999999999999
498,T,0.16648922558922552,0.12229387755102042
499,WFC,0.1234185929648242,0.399976
500,CVX,0.1980423333333333,0.18411176470588236
501,MS,0.020558215962441326,0.09358076923076922
502,MRK,0.2803805755395682,0.09108684210526317
503,MCD,0.2167823076923077,0.03616428571428571
504,MDT,0.3170224999999999,0.055925
505,MRNA,0.12963636363636358,0.1447756097560976
506,UPS,0.2563607142857143,0.2215466666666667
507,NEE,0.42255249999999983,0.2347545454545455
508,PM,0.169498125,-0.0007473684210526253
509,TMUS,0.20912050000000004,0.007590909090909093
510,INTU,0.2951698324022346,0.09929615384615387
511,QCOM,0.2583691823899371,0.35832222222222226
512,HON,0.2689937499999998,-0.06684333333333334
513,C,0.20846699999999999,0.04475333333333333
514,LOW,0.1029284810126583,0.10841666666666666
515,CHTR,0.13378642857142853,0.08926250000000002
516,BLK,0.14006815642458106,0.07789473684210527
517,BMY,0.2188189781021899,0.14440454545454548
518,GS,0.08529872611464968,0.11247317073170733
519,AMT,0.18735444444444438,0.054523076923076924
520,SBUX,0.033449494949494944,0.06860526315789474
521,AMD,0.30407601918465205,0.19533589743589744
522,RTX,0.26294916666666673,0.011607407407407414
523,AMAT,0.17315869565217384,0.20649523809523812
524,BA,0.1291583011583011,-0.04604848484848485
525,AMGN,0.2547436293436293,0.09736923076923078
526,IBM,0.1448581818181819,0.08854
527,TGT,0.30420067796610173,0.27301923076923085
528,CAT,0.178311,0.13405000000000003
529,GE,0.39920526315789484,0.17225000000000001
530,MMM,0.14161666666666659,0.011435294117647063
531,SQ,0.19134692307692308,0.16915624999999998
532,BKNG,0.07195249999999999,-0.06576249999999999
533,SNOW,0.10594263322884016,0.18315384615384617
534,MO,0.20011499999999982,-0.014173684210526312
535,MU,0.171313567839196,0.03607037037037036
536,MMC,0.10156767676767678,-0.00839999999999999
537,CB,0.07279137931034482,0.08976
538,ZM,0.5518371428571425,0.034853571428571435
539,COP,0.24944874999999994,0.09244666666666669
540,SHW,0.3212355555555555,0.007933333333333336
541,DUK,0.18014562499999995,0.23920909090909095
542,FIS,0.11751913043478265,0.23839999999999997
543,EQIX,0.07364144736842103,0.2205294117647059
544,EW,0.22516111111111098,0.06127333333333333
545,GM,0.09788428571428572,0.05996428571428569
546,BDX,0.196667597765363,0.18775999999999998
547,TFC,0.24834090909090903,0.054337500000000004
548,DELL,0.23806159420289855,0.06375384615384615
549,FISV,0.22760062499999983,0.05258421052631578
550,UBER,0.12011000000000001,0.015133333333333344
551,COF,0.18761499999999998,0.07464285714285715
552,MCO,0.07671494252873559,0.19072999999999998
553,CI,0.25526375,0.13975833333333335
554,SO,0.3015561111111111,0.17841111111111113
555,CSX,0.3333983333333333,0.24779354838709675
556,ITW,0.08229333333333333,-0.0575
557,REGN,0.19930670391061456,0.09767575757575758
558,FDX,0.1926844748858447,-0.06059523809523807
559,CME,0.1571979381443299,0.07673478260869565
560,ICE,0.16518176100628926,0.22893571428571427
561,DASH,0.03933370786516856,0.15622
562,AON,0.06897738095238093,0.031786666666666664
563,ILMN,0.1703236363636364,-0.03558333333333333
564,WM,0.3002418749999998,-0.27249999999999996
565,ADI,0.1982599999999999,0.07757500000000002
566,ADSK,0.2463792857142857,0.16169999999999998
567,D,0.29345555555555536,0.045476923076923095
568,ATVI,0.13568525345622123,-0.015896969696969687
569,APD,0.16082499999999997,0.18050000000000002
570,NXPI,0.19970000000000004,0.0898625
571,IDXX,0.21739494382022465,0.1358666666666667
572,KLAC,0.28118374999999995,0.06407826086956522
573,GD,0.24082111111111115,0.34563000000000005
574,PGR,0.06731499999999999,0.062060000000000025
575,FCX,0.10575312500000009,0.048960000000000004
576,CRWD,0.14537106918238982,0.13963214285714287
577,DXCM,0.4531415204678362,0.03402
578,MSCI,0.06073599999999991,0.08614999999999998
579,CMG,0.028469375000000012,0.16081304347826086
580,A,0.14415142857142849,-0.08315555555555555
581,F,0.2648853556485355,0.06262894736842105
582,WDAY,0.20003979591836712,0.1490470588235294
583,MRVL,0.33674013377926404,0.0065807692307692425
584,DG,0.3107269999999999,-0.022412499999999995
585,KDP,0.3142535,0.13706666666666667
586,EXC,0.12887949790794978,0.18406875
587,IQV,0.09773939393939393,0.07024000000000002
588,TWTR,0.08467416666666668,0.005583783783783784
589,FTNT,0.2633464285714285,0.21495833333333333
590,VRTX,0.20826944444444437,0.20569285714285715
591,GPN,0.09375312499999999,0.02798666666666667
592,CARR,0.24194277777777776,-0.018099999999999998
593,EBAY,0.07521012658227852,0.14558260869565218
594,MAR,-0.04664321608040201,0.12720526315789474
595,PANW,0.18292375,0.1643409090909091
