,headline_polarity,convo_polarity,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat,Prediction
1515,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1523,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1524,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1528,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1529,0.09,0.19,1.73,-0.9,-2.15,5.7,0.68,3.95,0.04,Buy
1530,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1539,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1547,0.15,0.19,1.73,0.09,0.9,-1.4,0.98,10.14,0.45,Buy
1550,0.05,0.06,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1557,0.09,0.19,0.98,0.18,0.65,3.62,0.68,3.08,0.01,Buy
1560,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1566,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1569,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1570,0.38,0.11,1.73,0.3,6.84,32.53,1.04,1.99,0.02,Buy
1584,0.33,0.36,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1591,0.09,0.19,1.73,0.0,-1.9,4.48,0.63,1.99,0.01,Buy
1598,0.09,0.19,1.73,0.17,0.58,-0.23,0.52,4.56,0.06,Buy
1603,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1608,0.09,0.19,1.88,0.0,-0.99,2.97,0.16,4.43,0.02,Buy
1612,0.09,0.19,1.9,-0.28,0.0,1.21,0.66,12.13,0.03,Buy
1613,0.09,0.19,3.85,0.0,-1.37,1.1,0.93,4.67,0.16,Buy
1623,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1628,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1650,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1651,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1654,0.09,0.19,1.22,-0.25,0.14,2.42,0.81,4.26,0.03,Buy
1663,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1676,0.01,0.44,1.06,-0.11,1.93,17.9,0.88,2.29,0.02,Buy
1678,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1684,0.09,0.19,1.73,-0.05,0.58,10.76,0.84,6.07,0.03,Buy
1690,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1692,0.09,0.19,1.73,0.12,0.36,4.45,0.75,2.72,0.04,Buy
1697,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1699,0.09,0.19,2.28,0.0,-2.84,1.19,0.14,5.48,0.06,Buy
1707,0.09,0.19,2.35,-0.85,-0.19,1.03,0.1,0.46,0.03,Buy
1718,0.09,0.19,1.73,0.0,-3.2,8.78,0.8,4.26,0.05,Buy
1722,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1724,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1728,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1734,0.09,0.19,1.78,-0.74,-2.19,4.83,1.09,11.06,0.1,Buy
1736,0.09,0.19,0.49,0.15,4.87,128.66,0.37,2.04,0.06,Buy
1737,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1741,0.09,0.19,1.73,0.0,-2.01,-15.26,0.33,4.54,0.04,Buy
1748,0.09,0.19,1.73,0.0,-0.61,5.09,0.27,4.43,0.05,Buy
1760,0.09,0.19,0.74,0.0,-0.48,0.53,0.39,1.43,0.02,Buy
1770,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1773,0.15,0.47,1.01,-0.52,-0.54,39.1,0.75,5.13,0.05,Buy
1774,0.13,0.21,1.35,0.36,5.41,20.79,0.73,2.61,0.03,Buy
1782,0.11,0.17,1.83,0.09,2.74,8.79,0.95,3.95,0.05,Buy
1783,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1784,0.09,0.19,2.17,0.0,-1.02,1.22,0.17,5.06,0.03,Buy
1785,0.09,0.19,1.55,0.0,-0.84,2.08,0.31,3.37,0.04,Buy
1788,0.09,0.19,1.73,-0.23,-0.58,3.43,0.71,8.77,0.08,Buy
1791,0.09,0.19,1.83,0.02,0.87,5.87,0.8,2.16,0.05,Buy
1795,0.09,0.19,0.51,-0.03,-3.93,8.36,0.24,0.34,0.01,Buy
1799,0.09,0.19,-0.16,0.0,2.95,3.08,0.21,19.62,0.06,Buy
1806,0.09,0.19,1.16,0.0,-1.13,2.13,0.68,4.24,0.06,Buy
1812,0.09,0.19,4.28,0.12,2.72,15.72,0.76,4.08,0.12,Buy
1820,0.09,0.19,1.13,2.28,0.87,5.94,0.05,0.15,0.0,Buy
1823,0.09,0.19,1.11,0.2,2.21,12.54,0.55,1.34,0.06,Buy
1827,0.09,0.19,0.72,0.08,1.63,4.55,0.41,0.4,0.02,Buy
1833,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1835,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1836,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1838,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1845,0.09,0.19,1.46,-0.03,0.85,51.78,0.29,3.8,0.06,Buy
1850,0.09,0.19,1.12,0.05,1.15,7.59,0.45,0.91,0.01,Buy
1854,0.09,0.19,2.36,-1.07,-0.5,0.77,0.7,13.96,0.16,Buy
1856,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1864,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1868,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1869,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1870,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1875,0.1,-0.0,1.73,0.39,6.2,65370.19,0.83,3.07,0.02,Buy
1882,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1883,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1887,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1890,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1901,0.09,0.19,133.53,0.0,-1.38,9.58,0.07,6.64,0.03,Buy
1908,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1925,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1928,0.36,0.44,1.35,0.28,9.28,7.25,0.74,1.82,0.01,Buy
1934,0.09,0.19,0.88,0.04,0.94,5.49,0.9,4.9,0.03,Buy
1940,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1946,-0.0,0.21,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1948,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1967,0.09,0.19,2.19,0.0,-0.24,0.37,0.28,4.67,0.08,Buy
1970,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1972,0.06,0.3,0.87,0.2,3.06,29.16,0.86,3.38,0.03,Buy
1985,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1986,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1988,0.09,0.19,1.49,-0.11,-0.21,1.19,0.25,2.34,0.01,Buy
1994,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1998,0.1,0.31,1.73,0.43,3.08,13.43,0.59,3.06,0.03,Buy
1999,0.09,0.19,1.73,0.0,-3.28,6.6,0.79,5.42,0.03,Buy
2009,0.09,0.19,3.25,-2.65,-0.25,1.43,0.09,0.09,0.05,Buy
2011,0.09,0.19,1.73,0.0,-1.42,3.82,0.72,19.1,0.1,Buy
2013,0.09,0.19,1.73,-0.09,1.08,6.62,0.99,6.17,0.12,Buy
2020,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2022,0.09,0.19,0.92,0.0,-0.33,6.91,0.28,1.41,0.25,Buy
2023,0.11,0.15,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2024,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2027,0.09,0.19,1.73,0.0,-3.18,10.0,0.86,5.97,0.23,Buy
2029,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2038,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2040,0.09,0.19,1.73,-0.26,-1.95,1.76,0.58,9.78,0.2,Buy
2045,0.09,0.19,1.67,-0.98,-1.36,3.07,0.54,11.88,0.08,Buy
2046,0.09,0.19,1.99,-0.04,2.26,-26.14,0.9,7.27,0.1,Buy
2054,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2057,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2070,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2078,0.09,0.19,0.72,-0.15,0.23,2.23,0.37,6.73,0.05,Buy
2083,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2091,0.09,0.19,1.73,0.0,-0.58,0.06,0.02,0.09,0.01,Buy
2093,0.09,0.19,1.73,-1.52,-1.4,1.44,0.32,9.44,0.01,Buy
2095,0.09,0.19,0.54,-0.67,-0.56,0.25,0.13,1.14,0.01,Buy
2096,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2111,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2128,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2143,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2144,0.09,0.19,1.28,0.06,10.96,27.38,0.95,8.33,0.11,Buy
2146,0.09,0.19,1.92,0.0,-1.87,2.1,0.85,6.39,0.1,Buy
2147,0.09,0.19,1.53,0.0,-0.81,2.09,0.07,0.49,0.02,Buy
2153,0.09,0.19,1.73,0.0,-5.16,15.88,0.68,0.97,0.02,Buy
2161,0.09,0.19,1.59,0.07,0.81,6.71,0.99,8.31,0.11,Buy
2165,0.09,0.19,2.38,0.0,-3.02,8.61,0.97,1.33,0.06,Buy
2169,-0.16,0.43,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2175,0.09,0.19,1.12,-0.02,-0.58,8.48,0.57,2.85,0.01,Buy
2176,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2186,0.09,0.19,1.73,-0.89,-0.53,1.9,0.7,1.7,0.03,Buy
2188,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2193,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2198,0.09,0.19,1.52,-0.01,4.04,31.57,1.0,6.4,0.22,Buy
2199,0.09,0.19,1.98,0.0,-0.94,2.33,0.8,1.59,0.02,Buy
2200,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2201,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2207,0.09,0.19,1.73,0.0,-4.62,4.86,0.46,28.15,0.15,Buy
2215,0.09,0.19,0.29,-1.66,-0.3,0.05,0.17,3.47,0.05,Buy
2218,0.09,0.19,0.65,0.07,0.94,12.9,1.21,18.2,0.18,Buy
2233,0.59,0.15,1.69,0.1,16.43,34.53,0.93,2.44,0.03,Buy
2235,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2240,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2249,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2263,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2265,0.09,0.19,-1.31,-1.63,-1.62,5.65,0.76,5.15,0.08,Buy
2272,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2279,0.09,0.19,0.91,0.0,0.76,19.77,0.1,2.81,0.06,Buy
2292,0.25,0.11,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2293,-0.01,0.18,0.81,0.49,6.17,-12.66,0.93,2.3,0.01,Buy
2295,0.21,0.24,0.66,0.3,13.17,35.49,0.92,3.04,0.02,Buy
2296,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2297,0.28,0.35,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2303,0.09,0.19,-1.65,-0.71,-0.33,-0.79,0.07,0.62,0.11,Buy
2304,0.09,0.19,1.73,-1.07,-0.65,1.6,0.1,0.03,0.02,Buy
2305,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2307,0.09,0.19,1.73,0.0,-0.69,1.45,0.37,1.71,0.02,Buy
2310,0.15,0.34,1.3,-0.01,3.53,15.6,0.93,5.03,0.04,Buy
2312,0.36,0.3,0.96,0.12,0.91,2.56,0.68,4.08,0.05,Buy
2318,0.0,0.09,1.39,-0.08,-1.17,5.32,0.93,6.28,0.08,Buy
2319,0.09,0.19,1.67,-1.46,2.95,1.89,0.0,0.31,0.06,Buy
2322,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2324,0.09,0.19,1.87,0.0,-0.42,1.22,0.15,16.5,0.12,Buy
2326,0.22,0.03,1.73,0.27,5.74,70.19,0.93,2.93,0.02,Buy
2331,0.09,0.19,1.4,0.0,-2.02,6.06,0.72,3.33,0.02,Buy
2332,0.09,0.19,1.81,-2.48,-0.67,0.3,0.26,2.63,0.03,Buy
2336,0.09,0.19,1.73,-0.78,-0.02,0.04,0.84,4.19,0.04,Buy
2342,-0.09,0.08,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2343,0.09,0.19,2.53,-1.51,-0.01,0.85,0.12,4.93,0.07,Buy
2345,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2346,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2351,0.09,0.19,0.91,0.11,1.64,72.8,0.78,4.97,0.06,Buy
2356,0.09,0.19,1.1,0.0,-4.08,17.64,0.81,5.91,0.06,Buy
2359,0.24,0.16,0.86,-0.39,0.97,3.81,0.45,3.77,0.09,Buy
2361,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2364,0.09,0.19,0.98,0.05,0.71,1.65,0.31,16.03,0.19,Buy
2367,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2368,0.09,0.19,1.73,0.0,-0.87,-5.68,0.23,6.85,0.03,Buy
2381,0.09,0.19,1.39,-0.04,-0.01,14.62,0.55,1.77,0.02,Buy
2385,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2391,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2392,0.09,0.19,0.35,0.28,3.07,24.19,0.99,4.17,0.02,Buy
2398,0.09,0.19,1.19,-0.08,3.87,15.86,0.76,7.16,0.06,Buy
2402,0.09,0.19,1.1,0.0,-0.23,3.19,0.56,6.24,0.09,Buy
2418,0.09,0.19,0.03,0.0,-1.02,0.83,0.15,6.52,0.03,Buy
2429,0.09,0.19,3.1,-0.36,-0.04,1.23,0.14,0.3,0.04,Buy
2435,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2440,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2441,0.02,0.03,1.31,0.1,2.23,6.63,0.71,2.52,0.03,Buy
2447,-0.11,0.06,1.63,-0.2,-0.63,4.04,0.54,6.52,0.29,Buy
2449,0.09,0.19,1.7,-0.01,3.31,5.46,0.82,6.43,0.15,Buy
2455,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2456,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2462,0.06,0.27,1.14,0.05,8.4,7.58,0.95,1.96,0.01,Buy
2465,0.09,0.19,1.73,-1.02,-0.84,3.86,1.48,4.13,0.16,Buy
2496,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2503,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2505,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2506,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2507,0.09,0.19,2.25,0.0,-1.82,1.3,0.33,20.88,0.06,Buy
2508,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2515,0.09,0.19,2.21,-0.18,2.95,1.14,0.77,13.57,0.01,Buy
2518,0.09,0.19,1.73,-0.13,-1.96,-7.07,0.24,5.41,0.11,Buy
2521,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2524,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2527,0.15,0.28,1.17,0.17,3.89,11.89,0.99,4.54,0.03,Buy
2529,0.09,0.19,0.16,0.09,0.83,3.25,0.1,0.97,0.06,Buy
2532,0.09,0.19,1.12,0.0,-5.23,-11.58,1.04,8.37,0.43,Buy
2540,0.04,0.19,1.26,0.15,1.71,5.16,0.8,4.3,0.03,Buy
2549,-0.01,0.18,0.48,-0.09,1.35,2.4,0.91,1.93,0.09,Buy
2552,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2563,0.21,0.18,1.14,0.18,4.49,6.43,0.72,2.57,0.02,Buy
2569,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2571,0.09,0.19,0.37,-0.33,-3.91,40.65,0.12,1.7,0.06,Buy
2580,0.09,0.19,1.22,0.05,0.87,1.55,0.77,8.72,0.15,Buy
2583,0.12,0.39,1.04,0.23,6.22,30.44,0.55,2.8,0.01,Buy
2586,0.09,0.19,2.05,0.01,2.28,14.98,0.85,1.9,0.03,Buy
2592,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2596,0.09,0.19,1.73,0.12,12.2,52.07,1.1,22.66,0.11,Buy
2598,0.09,0.19,2.15,-1.91,2.95,4.28,0.15,4.29,0.06,Buy
2599,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2609,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2611,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2625,0.09,0.19,1.82,0.5,0.84,3.59,0.59,3.66,0.04,Buy
2627,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2630,0.09,0.19,0.7,0.0,-0.73,2.42,0.36,14.07,0.22,Buy
2634,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2637,0.09,0.19,1.26,-0.19,-3.47,10.43,1.02,1.75,0.04,Buy
2639,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2641,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2650,0.08,-0.04,1.73,0.09,2.63,40.89,0.8,5.35,0.04,Buy
2657,0.09,0.19,0.19,-2.03,-2.05,-1.1,0.82,10.95,0.19,Buy
2658,0.09,0.19,0.82,0.1,0.53,7.56,0.88,4.0,0.02,Buy
2663,0.09,0.19,1.03,0.02,2.82,14.42,0.87,5.21,0.01,Buy
2666,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2667,0.06,0.1,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2669,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2680,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2685,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2701,0.06,0.16,0.41,0.41,8.08,26.89,0.97,4.51,0.03,Buy
2706,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2707,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2711,-0.17,0.2,1.38,0.0,-12.83,21.88,1.04,7.0,0.1,Buy
2712,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2714,0.09,0.19,1.51,-0.83,6.16,7.94,0.9,3.3,0.28,Buy
2715,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2717,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2719,0.17,-0.07,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2721,0.09,0.19,1.9,0.0,-0.14,0.77,0.14,3.51,0.03,Buy
2726,0.09,0.19,1.73,0.0,-0.92,2.13,0.24,6.33,0.18,Buy
2737,0.09,0.19,-0.37,0.0,-2.66,9.55,0.64,2.28,0.03,Buy
2739,0.09,0.19,4.3,0.0,0.41,0.59,0.29,2.74,0.29,Buy
2741,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2749,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2759,0.09,0.19,1.73,0.34,2.9,24.74,0.87,1.92,0.02,Buy
2764,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2774,0.11,0.55,1.38,0.0,-0.22,8.46,0.51,2.59,0.1,Buy
2778,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2781,0.25,0.23,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2782,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2788,0.26,0.46,1.84,0.1,2.27,9.18,0.9,7.68,0.07,Buy
2789,0.09,0.19,0.81,-0.14,0.2,-5.13,0.06,7.14,0.06,Buy
2794,0.09,0.19,2.88,-0.6,-1.19,1.69,1.09,6.18,0.25,Buy
2795,0.04,0.06,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2801,0.09,0.19,1.73,-1.91,-1.5,3.06,0.56,3.16,0.22,Buy
2803,0.09,0.19,3.97,0.09,1.08,9.19,0.9,0.67,0.0,Buy
2818,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2821,0.13,0.15,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2822,0.09,0.19,0.53,0.0,-0.37,0.26,0.34,0.81,0.05,Buy
2829,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2837,0.09,0.19,0.98,0.04,1.54,12.41,0.93,6.73,0.03,Buy
2839,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2840,0.09,0.19,0.41,0.15,4.35,25.24,0.08,4.15,0.06,Buy
2845,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2848,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2850,0.09,0.19,1.16,-0.79,0.11,14.7,0.72,3.8,0.09,Buy
2856,0.09,0.19,1.73,-0.47,-0.47,4.06,0.7,4.33,0.05,Buy
2858,0.09,0.19,0.8,0.25,2.77,6.25,0.64,4.54,0.08,Buy
2863,0.09,0.19,1.73,0.27,3.42,56.27,0.96,4.31,0.06,Buy
2866,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2873,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2874,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2886,0.09,0.27,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2891,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2893,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2902,0.12,0.28,1.66,0.13,4.05,31.11,0.7,5.03,0.07,Buy
2907,0.09,0.19,1.26,0.35,1.2,11.15,0.65,3.23,0.02,Buy
2908,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2912,0.09,0.19,1.03,0.16,0.32,2.75,0.28,0.76,0.02,Buy
2913,0.09,0.19,2.47,-1.72,-0.49,2.46,0.43,10.94,0.21,Buy
2923,0.09,0.19,2.76,10.96,-0.49,1.81,0.4,5.87,0.39,Buy
2926,0.09,0.19,2.9,0.06,0.06,1.41,0.35,3.07,0.02,Buy
2927,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
2931,0.09,0.19,1.66,0.04,2.11,-7.7,0.96,2.52,0.12,Buy
2938,0.09,0.19,1.73,0.28,1.2,22.52,0.49,1.64,0.04,Buy
2944,0.15,0.2,1.49,0.37,4.56,46.85,0.85,3.27,0.03,Buy
2947,0.19,0.16,3.23,-2.83,-0.4,10.29,0.2,6.77,0.06,Sell
2948,-0.07,0.22,1.23,0.1,7.92,17.38,1.06,21.44,0.29,Sell
2949,0.16,0.26,1.73,-0.52,-1.01,0.76,0.55,1.81,0.06,Sell
2950,-0.06,0.46,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Sell
2951,0.23,0.29,2.53,0.09,2.77,1595.01,0.1,1.88,0.06,Sell
2952,0.08,0.22,0.48,0.73,1.61,4.75,1.03,10.32,0.35,Sell
2953,0.12,0.19,1.73,-0.46,-0.16,-730.41,0.19,7.33,0.06,Sell
2954,0.12,0.13,0.7,0.0,-2.57,4.77,0.02,0.68,0.06,Sell
2955,0.01,0.02,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Sell
2956,0.0,0.16,0.72,0.24,1.69,541.19,0.68,2.56,0.06,Sell
2957,0.17,0.33,1.73,-0.97,-1.02,6.27,0.11,0.76,0.06,Sell
2958,0.41,0.25,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Hold
2959,0.04,0.06,0.95,0.22,0.13,5.01,0.1,1.46,0.06,Hold
2960,0.06,0.31,2.19,-0.08,0.71,3.44,0.97,7.71,0.09,Hold
2961,0.0,0.12,1.49,0.02,1.35,12.43,0.08,0.97,0.06,Hold
2962,0.2,0.18,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Hold
2963,0.13,0.17,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Hold
2964,0.2,-0.02,0.4,0.07,2.06,5.0,0.95,10.94,0.1,Hold
2965,0.17,0.05,0.51,0.13,3.85,44.44,0.76,3.28,0.01,Hold
2966,-0.11,-0.04,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Hold
2967,0.05,0.12,2.97,0.36,0.84,4.88,0.53,2.73,0.03,Hold
2968,0.19,0.15,1.44,0.0,-0.71,-2.74,0.26,1.86,0.18,Hold
2969,0.15,0.32,1.27,-0.15,7.33,8.82,0.62,2.79,0.05,Hold
2970,0.29,0.23,1.83,0.28,5.28,3.83,0.85,5.21,0.04,Hold
