,Ticker,Conversations,Headlines,payoutRatio,beta,regularMarketVolume,profitMargins,52WeekChange,forwardEps,bookValue,sharesShort,sharesPercentSharesOut,trailingEps,heldPercentInstitutions,heldPercentInsiders,mostRecentQuarter,nextFiscalYearEnd,shortRatio,enterpriseValue,earningsQuarterlyGrowth,sharesShortPriorMonth,shortPercentOfFloat,pegRatio
97,CLSN,0.6059486363636364,0.5088571428571429,0.0,1.97149,1672771.0,0.0,,-0.29,0.733,1904964.0,0.022,-0.526,0.15560001,0.00545,1625011200.0,1672444800.0,1.84,36624488.0,,1931266.0,0.0221,
98,CLVR,0.4055539682539682,0.7145454545454547,0.0,,87212.0,-2.39574,,,,1867996.0,0.0714,,0.28285,0.22594999,1617148800.0,1672444800.0,5.0,238385296.0,,1957668.0,0.0962,
99,CMAX,-0.06465,0.5777777777777778,,,536195.0,0.04581,,,,1138419.0,0.014199999,,0.34035,0.21450001,1617148800.0,1672444800.0,12.79,1085636608.0,-0.601,,,
100,CME,0.3824253472222224,0.3637380952380952,0.6473,0.448369,1169952.0,0.41572,,7.36,74.05,5072951.0,0.014099999,5.33,0.88492996,0.00445,1617148800.0,1672444800.0,3.77,80181501952.0,-0.25,5063789.0,0.014199999,5.92
101,CMPI,0.127053448275862,0.5548200000000001,0.0,,6877.0,0.0,,,,491576.0,0.0227,,0.88392997,0.108739994,1617148800.0,1672444800.0,10.92,51080892.0,,447927.0,0.044,-0.04
102,CNSL,0.4537686046511626,0.4874571428571427,0.0,1.37663,343236.0,-0.03121,,0.05,4.073,4107041.0,0.0513,-0.581,0.79051,0.025840001,1617148800.0,1672444800.0,7.97,2527351808.0,,4371706.0,0.061100002,9.84
103,CODX,0.5027857142857144,0.6555500000000001,0.0,-1.955625,591492.0,0.47974998,,0.58,2.335,3018291.0,0.104499996,1.52,0.25414,0.06152,1625011200.0,1672444800.0,1.94,246560640.0,-0.348,3620873.0,0.105,
104,CONN,0.518504316546763,0.5315714285714285,0.0,2.583242,283895.0,0.068730004,,2.43,20.565,1539443.0,0.052399997,3.356,0.51932,0.47306,1619740800.0,1675123200.0,5.02,1536007936.0,,1340780.0,0.10479999,0.27
105,COOP,0.5091726923076925,0.3459153846153847,0.0,1.647122,888212.0,0.38002,,5.15,33.703,5829822.0,0.0677,10.79,0.7482,0.02309,1625011200.0,1672444800.0,8.23,15896578048.0,5.014,5292442.0,0.0992,-0.59
106,CORT,0.5145703846153843,0.3932909090909091,0.0,0.708378,352716.0,0.2845,,1.07,4.483,7639037.0,0.066,0.85,0.72002,0.099130005,1625011200.0,1672444800.0,12.1,2133273600.0,-0.064,9888976.0,0.0994,-0.64
107,COUP,0.3875728033472805,0.3742333333333333,0.0,1.441056,942448.0,-0.45076,,0.61,14.298,7268537.0,0.098900005,-2.627,1.04786,0.00585,1619740800.0,1675123200.0,5.02,19768178688.0,,7518532.0,0.0994,45.16
108,CPSI,0.0608767857142857,0.4532647058823529,0.0787,0.691769,113850.0,0.06874,,2.86,14.234,305123.0,0.0208,0.981,0.8547,0.08748999,1625011200.0,1672444800.0,5.75,613270656.0,2.481,315553.0,0.0256,0.73
109,CRAI,0.018451724137931,0.5661444444444446,0.2715,1.572826,31572.0,0.053979997,,4.53,27.706,171313.0,0.0234,3.605,0.94511,0.0369,1617408000.0,1672617600.0,5.0,785646528.0,0.624,145172.0,0.027999999,1.28
110,CRBP,0.5660218181818182,0.1825583333333333,0.0,1.813878,891320.0,0.0,,-0.42,0.732,7079616.0,0.056599997,-1.086,0.44624,0.00417,1625011200.0,1672444800.0,5.97,62396260.0,,8362749.0,0.056900002,
111,CRCT,0.4072463035019459,0.59934,0.0,,317019.0,0.16763,,,,643731.0,0.0029,,0.88848,0.10187,1617148800.0,1672444800.0,0.97,6534818304.0,2.79,319096.0,0.0392,2.42
112,CREE,0.474815909090909,0.2845285714285714,0.0,1.591285,1033675.0,-0.45126998,,-0.67,19.467,11317259.0,0.098000005,-3.737,1.05834,0.00461,1616889600.0,1656374400.0,7.7,10424620032.0,,10587688.0,0.1104,2.97
113,CRMT,0.0924073394495413,0.3839,0.0,1.421194,39500.0,0.11367,,14.21,61.35,217598.0,0.0321,14.95,0.74957,0.08465999,1619740800.0,1682812800.0,4.96,1360455296.0,3.698,233885.0,0.0419,0.49
114,CRTX,0.3937988805970147,0.4490615384615385,0.0,0.750261,210644.0,0.0,,-3.83,5.291,3553428.0,0.1201,-2.805,0.62916,0.33195,1617148800.0,1672444800.0,18.04,1502299008.0,,3786517.0,0.20899999,-1.77
115,CSGS,0.0630734375,0.3934909090909091,0.5395,0.900543,110446.0,0.056939997,,3.32,13.471,1780582.0,0.0541,1.769,0.96748,0.03259,1617148800.0,1672444800.0,14.22,1712159616.0,-0.088,1692628.0,0.0785,-2.96
116,CSII,0.0554399999999999,0.2221666666666667,0.0,0.873587,85588.0,-0.051820002,,-0.12,6.734,1729197.0,0.043,-0.616,0.97643,0.03662,1625011200.0,1688083200.0,6.22,1238331776.0,,1329612.0,0.0625,7.27
117,CSOD,0.1024826666666666,0.4601636363636363,0.0,1.289673,1044399.0,-0.04832,,2.54,4.141,1769341.0,0.026700001,-0.629,0.9004,0.05957,1617148800.0,1672444800.0,4.38,4406883840.0,,1573081.0,0.028299998,1.35
118,CTBI,0.2298290322580645,0.665675,0.3561,0.898369,53801.0,0.36613998,,3.49,37.141,184896.0,0.0104,4.311,0.60363,0.04138,1617148800.0,1672444800.0,5.53,1079231488.0,2.59,160917.0,0.012200001,1.7
119,CTKB,0.2649647058823529,0.37372,,,297029.0,,,,,,,,,,,,,,,,,
120,CTXS,0.2262086956521739,0.39566,0.49830002,0.062772,1461311.0,0.11474,,6.88,2.024,4535375.0,0.0365,3.283,0.93984,0.0070200004,1625011200.0,1672444800.0,2.35,16509703168.0,-0.444,2053528.0,0.0468,1.89
121,CVBF,-0.0378918367346938,0.3339727272727272,0.48,0.505984,494223.0,0.43066,,1.42,14.867,2169292.0,0.016,1.499,0.72398,0.056929998,1617148800.0,1672444800.0,5.29,1716534272.0,0.682,2436118.0,0.0247,1.34
122,CVCO,0.1260761904761906,0.3626642857142856,0.0,1.125543,46619.0,0.06917,,10.78,74.03,196231.0,0.0214,8.25,0.9446,0.07391,1617408000.0,1680480000.0,4.1,1684549376.0,1.102,192240.0,0.028800001,0.79
123,CVGW,0.0498444444444444,0.203275,4.4231,0.843464,692208.0,0.0047,,2.76,15.288,764441.0,0.0432,0.264,0.78389,0.05865,1619740800.0,1667174400.0,8.71,1017580224.0,,832470.0,0.0538,9.29
124,CYBE,0.3847,0.2458999999999999,0.0,1.583152,34536.0,0.08876,,1.17,9.2,416830.0,0.0571,0.849,0.6381,0.03704,1617148800.0,1672444800.0,4.89,250911280.0,0.707,366032.0,0.0592,1.35
125,CZWI,-0.0668807017543859,0.3571363636363636,0.14649999,1.223776,8267.0,0.26689,,1.16,14.748,20614.0,0.0019,1.41,0.51701,0.06102,1625011200.0,1672444800.0,1.64,192436672.0,0.533,20582.0,0.002,
126,DGICA,0.0117364864864864,0.4273,0.3209,0.042934,60141.0,0.07538,,1.32,17.292,112538.0,0.0036000002,1.999,0.80224997,0.04901,1617148800.0,1672444800.0,2.12,380085696.0,1.822,79037.0,0.0077,1.04
127,DISCA,0.4186861356932154,0.6939928571428571,0.0,1.381521,9711728.0,0.09109,,3.26,16.5,29796658.0,0.059,1.117,1.25046,0.02481,1617148800.0,1672444800.0,2.05,34696265728.0,-0.629,26035152.0,0.1834,1.3
128,DISH,0.602293181818182,0.3744923076923076,0.0,2.156147,3171037.0,0.1383,,2.72,25.908,28721921.0,0.0544,3.877,0.87141997,0.14134,1617148800.0,1672444800.0,13.01,34620805120.0,7.622,28278097.0,0.13430001,-0.55
129,DLTR,0.4013799227799225,0.1226655172413793,0.0,0.855298,1738589.0,0.057150003,,6.83,31.973,4897716.0,0.0211,6.21,0.90481,0.0129700005,1619827200.0,1675036800.0,2.73,32023404544.0,0.513,5632660.0,0.0239,2.19
130,DORM,0.1208706422018349,0.2763533333333333,0.0,0.763313,114744.0,0.11209,,5.0,27.692,411070.0,0.0128999995,3.62,0.78296995,0.16701001,1624665600.0,1672012800.0,5.3,2957663488.0,1.277,436452.0,0.0235,1.37
131,DSP,0.3957250000000001,0.378104347826087,0.0,,522558.0,0.10288,,,,1034148.0,0.0175,,1.08019,0.17478001,1617148800.0,1672444800.0,3.35,312236992.0,,931564.0,0.090100005,
132,DUOL,0.3459,0.2189363636363636,,,310237.0,,,,,,,,,,,,,,,,,
133,EBAY,0.3595724999999998,0.0954052631578947,0.20729999,1.089295,6576807.0,1.12829,,4.52,5.536,30651243.0,0.047199998,4.123,0.94222,0.0383,1625011200.0,1672444800.0,4.01,41799766016.0,13.389,27589254.0,0.047199998,1.64
134,ECOL,0.0689471153846153,0.2154285714285714,0.0,1.190962,225336.0,-0.095979996,,1.24,19.616,623224.0,0.0198,-2.97,0.94351,0.0103400005,1625011200.0,1672444800.0,4.1,1937986816.0,,550627.0,0.023599999,13.82
135,EDIT,0.6174625482625486,0.5662818181818182,0.0,1.929347,1593144.0,-1.47506,,-3.74,9.456,10368762.0,0.1529,-2.196,0.75794,0.00248,1617148800.0,1672444800.0,10.05,3239124224.0,,10531307.0,0.17989999,
136,EGAN,0.3494156488549619,0.3976562499999999,0.0,0.291304,80926.0,0.091630004,,0.13,1.314,1006498.0,0.0324,0.24,0.53819,0.33468,1617148800.0,1656547200.0,5.63,306304736.0,-0.325,1123611.0,0.047399998,61.3
137,EGRX,0.3218397260273971,0.6621727272727272,0.0,0.807314,103797.0,0.09675,,4.16,14.536,920810.0,0.070300005,1.061,0.95791,0.12417,1625011200.0,1672444800.0,10.73,599165440.0,,926081.0,0.1172,6.42
138,EHTH,0.5417070833333332,0.2946222222222223,0.0,-0.148913,282105.0,0.06747,,3.89,32.358,2091433.0,0.08,1.518,0.96711,0.04407,1617148800.0,1672444800.0,5.41,1523204096.0,,2213028.0,0.096099995,0.58
139,ENTA,0.1084815602836881,0.4413699999999999,0.0,0.405978,87516.0,-0.78568,,-4.99,21.602,1903839.0,0.0943,-3.683,0.97760004,0.11457,1617148800.0,1664496000.0,18.32,570203008.0,,2025931.0,0.119799994,
140,ENTG,0.2073091463414634,0.1234090909090909,0.129,1.224314,1148526.0,0.16294001,,3.78,10.565,1588668.0,0.0117,2.33,0.98415,0.00805,1625270400.0,1672444800.0,2.14,17084264448.0,0.305,1650264.0,0.0135,2.03
141,EPAY,0.0775614035087719,0.3951400000000001,0.0,1.317374,240513.0,-0.03455,,1.22,10.224,2766341.0,0.060900003,-0.282,0.92112,0.028900001,1625011200.0,1688083200.0,6.37,1824677504.0,,1622111.0,0.0838,0.95
142,ERIE,0.1341164179104478,0.420575,0.67910004,0.396739,86858.0,0.12061,,6.16,23.105,1036950.0,0.0198,5.882,0.37238,0.45543998,1617148800.0,1672444800.0,12.78,10074863616.0,0.24,1012106.0,0.0414,3.16
143,ERII,0.6296269230769234,0.728875,0.0,1.2625,194466.0,0.2582,,0.38,3.245,2237844.0,0.038900003,0.579,0.56305003,0.27301002,1617148800.0,1672444800.0,4.03,1103128320.0,10.056,2325905.0,0.0535,4.5
144,ESPR,0.6097957692307691,0.3992555555555556,0.0,1.09844,1378187.0,0.0,,-5.23,-10.289,9018958.0,0.3433,-5.767,1.0845,0.01578,1625011200.0,1672444800.0,14.35,692142208.0,,9032728.0,0.4977,-0.07
145,EVOP,-0.0067809523809523,0.3315923076923077,0.0,1.750539,223484.0,0.00527,,0.99,-14.875,1178399.0,0.0252,-0.155,1.06619,0.00748,1617148800.0,1672444800.0,4.06,2628924672.0,,1143178.0,0.028199999,1.49
146,EXC,0.365273640167364,0.3316230769230769,1.3784,0.436887,5691945.0,0.03195,,3.03,32.763,12506015.0,0.0128,1.11,0.81211996,0.00273,1617148800.0,1672444800.0,2.93,88735563776.0,,13131241.0,0.0128,-38.34
147,EXLS,0.0685961538461538,0.4602142857142857,0.0,0.961389,115776.0,0.10165,,4.41,21.661,932380.0,0.0278,2.869,0.97262,0.02643,1617148800.0,1672444800.0,4.79,3157642752.0,0.425,1033671.0,0.0387,2.14
148,EXPE,0.4951135000000001,0.0094181818181818,0.0,1.770652,1993644.0,-0.44594002,,5.9,10.516,13072707.0,0.0889,-19.001,0.99367,0.04745,1617148800.0,1672444800.0,7.14,31150559232.0,,13537891.0,0.1091,-20.38
149,EXPO,0.1169075949367089,0.4796374999999999,0.4695,0.310869,120005.0,0.22437,,1.86,7.245,1135329.0,0.0218,1.64,0.92199,0.01195,1617321600.0,1672531200.0,6.82,4400523264.0,0.174,849165.0,0.0298,4.41
150,EXTR,0.4930911764705881,0.2003333333333333,0.0,2.043478,664711.0,-0.03127,,0.75,0.279,7369180.0,0.0585,-0.246,0.8518,0.020450002,1617148800.0,1656547200.0,7.45,1620497024.0,,7607411.0,0.0691,0.73
151,EYE,0.5474972727272733,0.7063,0.0,1.737884,800416.0,0.07329,,1.2,10.905,6396691.0,0.078099996,0.839,1.16608,0.024249999,1625270400.0,1672617600.0,15.0,5123383808.0,,6180447.0,0.078600004,1.68
152,FAST,0.1810307339449542,0.4594066666666666,0.70669997,1.259279,2409544.0,0.15237,,1.71,4.851,15018932.0,0.026099999,1.51,0.79684997,0.00343,1625011200.0,1672444800.0,5.39,32444794880.0,0.003,15495150.0,0.0298,5.69
153,FCCO,0.0,0.40145,0.3117,0.723369,1686.0,0.22131,,1.81,17.633,266089.0,0.0354,1.54,0.57241,0.04394,1617148800.0,1672444800.0,14.11,115687880.0,0.814,162717.0,0.037,
154,FCFS,0.046889156626506,0.3585,0.4154,0.78268,94408.0,0.06827,,3.58,31.469,1074360.0,0.026199998,2.596,1.0083001,0.02728,1617148800.0,1672444800.0,4.81,3694352128.0,0.024,1048621.0,0.035099998,1.13
155,FELE,0.0364727272727272,0.1973642857142857,0.2349,0.973103,189851.0,0.091630004,,3.23,18.56,784382.0,0.016900001,2.501,0.79826,0.1668,1625011200.0,1672444800.0,4.97,4022358784.0,0.588,636173.0,0.0201,2.11
156,FEYE,0.5056444015444013,0.4334166666666665,0.0,1.145063,3183463.0,-0.18877001,,0.47,3.022,19460386.0,0.081599995,-0.844,0.9224,0.021960001,1617148800.0,1672444800.0,4.94,4772581376.0,,15354398.0,0.0842,-0.74
157,FFIC,0.1021353658536585,0.3963466666666667,0.45900002,0.911413,124467.0,0.25427,,2.35,20.225,302689.0,0.0098,1.833,0.71782994,0.04765,1617148800.0,1672444800.0,2.96,1525668864.0,,306489.0,0.0104,1.64
158,FGBI,0.0242433962264151,0.3086583333333333,0.2883,0.480978,1659.0,0.25081,,1.86,18.098,146830.0,0.0150999995,2.209,0.11846,0.47823003,1617148800.0,1672444800.0,12.4,-36127392.0,0.313,134667.0,0.026300002,
159,FGEN,0.4487331818181817,0.3637636363636363,0.0,1.021195,992037.0,-0.95981,,-1.94,4.029,8791798.0,0.0954,-2.014,0.79055,0.07919,1617148800.0,1672444800.0,11.19,2187044864.0,,8461197.0,0.1084,
160,FIBK,0.3056405063291136,0.1489111111111111,0.5052,1.144701,282787.0,0.29770002,,2.84,31.068,881991.0,0.014199999,2.912,0.77531,0.016970001,1625011200.0,1672444800.0,4.14,1999661440.0,0.158,778922.0,0.0837,1.81
161,FIVN,0.3967486238532109,0.3480157894736842,0.0,0.487486,2050248.0,-0.09105,,1.18,2.151,2716229.0,0.0401,-0.719,0.99477,0.00635,1625011200.0,1672444800.0,4.55,13888494592.0,,3002575.0,0.0471,5.85
162,FLGT,0.4633575000000003,0.2731846153846154,0.0,1.505635,439019.0,0.53913,,3.5,27.651,5668944.0,0.19540001,15.817,0.35812,0.34217998,1617148800.0,1672444800.0,5.99,1926912512.0,,6025934.0,0.2816,-0.15
163,FLIC,0.1113333333333333,0.4114222222222222,0.41439998,0.594565,51531.0,0.3675,,1.83,17.16,217604.0,0.0091,1.81,0.58921003,0.04974,1617148800.0,1672444800.0,3.07,551530048.0,0.232,178631.0,0.0095999995,1.64
164,FMBI,0.0094963414634146,0.2695105263157895,0.4275,1.259817,432277.0,0.23488002,,1.45,21.216,2690481.0,0.023599999,1.049,0.83273005,0.00916,1625011200.0,1672444800.0,3.29,2453102336.0,1.682,2178184.0,0.0313,1.63
165,FNHC,0.1155364,0.4188666666666667,,0.926086,83523.0,-0.27018,,0.62,11.529,397706.0,0.0228,-5.645,0.50251,0.24695,1617148800.0,1672444800.0,3.83,108722704.0,,403465.0,0.0253,-0.03
166,FOLD,0.5591204545454546,0.5513428571428571,0.0,1.077461,2831251.0,-0.89525,,-0.53,0.943,27913855.0,0.1047,-0.973,1.05488,0.00524,1625011200.0,1672444800.0,11.89,3060085504.0,,29664661.0,0.10520001,14.44
167,FORR,0.0264983606557376,0.3950499999999999,0.0,1.070652,38371.0,0.03168,,1.98,10.052,434680.0,0.0227,0.764,0.58969,0.41487998,1617148800.0,1672444800.0,17.4,935679168.0,,431505.0,0.0469,2.68
168,FOXF,0.180345138888889,0.2681555555555555,0.0,1.805434,91806.0,0.12195,,4.61,18.165,1601492.0,0.0382,2.896,1.0498,0.0029,1617321600.0,1672531200.0,7.07,6653264384.0,3.604,1661065.0,0.050300002,2.31
169,FREQ,0.4705444999999998,0.3476230769230769,0.0,,130290.0,-1.22117,,-0.43,-25.04,5978361.0,0.17469999,-10.293,0.60437,0.12309,1617148800.0,1672444800.0,14.0,192395776.0,,5444232.0,0.24370001,
170,FROG,0.4298010714285714,0.2618666666666667,0.0,,568695.0,-0.09305,,,,4836234.0,0.0517,,0.60085,0.33772,1617148800.0,1672444800.0,4.03,3714098944.0,,3204086.0,0.083500005,85.09
171,FRTA,0.4115251572327043,0.1979111111111111,0.0,2.463922,76149.0,0.059580002,,1.82,3.226,2430601.0,0.0364,1.4,0.97419,0.02695,1617148800.0,1672444800.0,8.35,2688083968.0,,3141988.0,0.081099994,0.08
172,FSBW,0.6792,0.4451499999999999,0.0938,1.299085,18732.0,0.34919,,6.28,57.788,48918.0,0.0058999998,10.573,0.62883997,0.12099,1625011200.0,1672444800.0,1.23,292996928.0,-0.147,74050.0,0.0068,1.18
173,FSLR,0.6148126923076923,0.5864259259259258,0.0,1.306855,2008295.0,0.17345,,3.31,53.567,7413773.0,0.069699995,4.84,0.83337,0.11931,1617148800.0,1672444800.0,3.41,8490281984.0,1.312,7219876.0,0.0797,-2.27
174,FTNT,0.4778917857142857,0.4224375000000001,0.0,1.105434,1242571.0,0.18009001,,4.35,6.006,2225981.0,0.0136,2.956,0.74167,0.18244,1617148800.0,1672444800.0,2.83,37007130624.0,0.025,2605319.0,0.0167,4.88
175,FUNC,0.2902158536585364,0.3556857142857143,0.216,1.018827,5988.0,0.25454,,2.35,18.459,35944.0,0.0054,2.213,0.42556,0.05535,1625011200.0,1672444800.0,0.52,117806096.0,0.713,206250.0,0.0057,
176,FUV,0.4831720000000004,0.4884249999999999,0.0,2.47134,1462583.0,0.0,,-0.43,2.016,8975570.0,0.2508,-0.616,0.24423,0.24729,1617148800.0,1672444800.0,4.54,516006656.0,,8608153.0,0.37849998,
177,FWONA,0.0817561151079137,0.6508714285714285,0.0,1.294565,204297.0,-0.52052,,0.04,28.255,960561.0,0.0041,-2.571,0.95417,0.03532,1609372800.0,1672444800.0,11.08,11600884736.0,,868294.0,0.0427,-3.42
178,FWRD,0.0512029850746268,0.3447090909090909,0.28129998,1.144701,99515.0,0.0369,,4.49,19.94,450157.0,0.0166,0.937,1.00237,0.01047,1625011200.0,1672444800.0,3.7,2651515392.0,8.726,605552.0,0.023,1.75
179,GBCI,0.11305625,0.2386153846153846,0.2725,1.002176,405860.0,0.3973,,2.67,24.035,1905597.0,0.02,3.184,0.75819,0.00546,1625011200.0,1672444800.0,4.09,5104273408.0,0.224,2407132.0,0.0228,1.93
180,GFED,-0.07094,0.2256363636363636,0.3774,0.70729,1746.0,0.18014999,,1.34,20.552,2390.0,0.0005,1.59,0.45673,0.10609,1617148800.0,1672444800.0,0.68,-1901556.0,0.053,2296.0,0.0008,
181,GIII,0.1733184971098265,0.5979866666666667,0.0,3.006618,346710.0,0.011460001,,2.81,27.621,4827392.0,0.0998,0.48,0.99094003,0.111829996,1612051200.0,1675123200.0,7.77,2004642944.0,-0.421,4937730.0,0.13069999,0.11
182,GNOG,0.470770909090909,0.6812642857142857,0.0,,937550.0,0.95855004,,,,2906366.0,0.0372,,0.19926001,0.08798,1617148800.0,1672444800.0,2.51,1020456064.0,16.995,2718452.0,0.0684,
183,GNTY,-0.007087037037037,0.3331545454545454,0.2793,0.496191,10852.0,0.30264,,2.71,23.238,137023.0,0.0114,2.639,0.22312,0.26334998,1617148800.0,1672444800.0,9.28,105064456.0,0.746,156666.0,0.017,
184,GO,0.4492804166666667,0.6504727272727272,0.0,-0.351736,971281.0,0.03613,,0.83,8.27,7045606.0,0.0736,0.008,0.99507004,0.08851,1617408000.0,1672617600.0,5.85,4615692800.0,0.494,7399791.0,0.09060001,5.14
185,GOEV,0.3712633027522933,0.27118,0.0,,1606630.0,0.0,,,,29485506.0,0.1241,,0.09949,0.5822,1617148800.0,1672444800.0,11.57,1754797824.0,,28210090.0,0.27969998,
186,GOGO,0.4537583333333334,0.3463428571428571,0.0,1.222282,771000.0,-0.63428,,0.48,-6.859,14225472.0,0.12979999,-2.08,0.64005,0.27726,1617148800.0,1672444800.0,7.53,2001479808.0,,13730809.0,0.2132,-4.55
187,GPRO,0.74946,0.301716,0.0,1.222826,2873104.0,-0.01375,,0.8,1.379,17700640.0,0.1154,-0.095,0.74726,0.0137,1617148800.0,1672444800.0,4.57,1763190144.0,,15032046.0,0.1594,1.31
188,GRAY,0.3513550458715599,0.646,0.0,,145214.0,0.0,,,,1992402.0,0.0946,,0.70681,0.104729995,1617148800.0,1672444800.0,0.61,23802908.0,,1561529.0,0.1727,
189,GSBC,0.2420295081967214,0.5040142857142857,0.30020002,0.977149,31210.0,0.31347,,4.58,44.653,155510.0,0.0113,4.528,0.4695,0.23398,1617148800.0,1672444800.0,7.73,428583232.0,0.269,150764.0,0.0148,1.66
190,GSHD,0.1950010050251255,0.247,0.0,0.553564,85063.0,0.05297,,1.26,-0.127,878484.0,0.0239,0.48,1.01987,0.0433,1625011200.0,1672444800.0,4.44,2968799488.0,-0.56,910494.0,0.0539,5.67
191,GSKY,0.4656826484018265,0.5715500000000001,0.0,1.683225,3097999.0,0.03232,,0.45,-0.008,2038912.0,0.0111,0.177,0.74412,0.124960005,1617148800.0,1672444800.0,3.02,534623360.0,,4282585.0,0.039300002,1.11
192,GT,0.4064318181818182,0.4219,0.0,2.20163,3137180.0,-0.04876,,2.15,13.218,11819488.0,0.050300002,-2.66,0.72679,0.0034,1617148800.0,1672444800.0,2.95,9982503936.0,,11495791.0,0.0572,1.28
193,HAFC,-0.0281023529411764,0.1732090909090909,0.1681,1.327595,135709.0,0.31889,,1.83,19.114,547059.0,0.0178,1.843,0.90072995,0.01201,1625011200.0,1672444800.0,3.95,208994720.0,1.411,520163.0,0.0212,0.99
194,HALL,0.59069375,0.1354749999999999,0.0,,50292.0,-0.03658,,0.67,9.421,107181.0,0.0058999998,-5.053,0.52054,0.07999,1617148800.0,1672444800.0,0.74,-97675928.0,,246509.0,0.0082,3.1
195,HAYN,0.0068846153846153,0.4739933333333333,,1.471195,45376.0,-0.08093,,0.92,23.483,275707.0,0.0217,-2.051,0.94164,0.02241,1617148800.0,1664496000.0,4.99,379821504.0,,231947.0,0.0361,-2.32
196,HBCP,0.1589186046511628,0.3423916666666666,0.2206,0.786956,21293.0,0.32207,,3.67,37.729,99931.0,0.0115,3.996,0.40387002,0.15720999,1617148800.0,1672444800.0,6.28,84562904.0,3.806,98781.0,0.013200001,
197,HBMD,0.4101333333333333,0.3815666666666667,0.0,0.932065,39177.0,-0.17792,,1.15,15.582,182888.0,0.0097,-0.762,0.58268,0.2581,1617148800.0,1672444800.0,12.4,504544928.0,0.855,163414.0,0.0173,
198,HBT,0.0,0.2887625,0.3175,,20229.0,0.32492,,1.8,19.356,167484.0,0.0061000003,3.478,0.29716998,0.87983,1625011200.0,1672444800.0,3.97,34767328.0,0.849,224071.0,0.0109,
199,HCSG,0.0,0.5205,0.5924,0.411413,929136.0,0.06001,,1.26,6.599,11849525.0,0.1586,1.379,1.16247,0.0064,1617148800.0,1672444800.0,32.03,2158432768.0,0.221,11788776.0,0.17959999,2.86
200,HDSN,0.0,0.2826333333333333,0.0,1.399465,198404.0,-0.023440002,,0.03,0.937,607637.0,0.0139999995,-0.122,0.34465998,0.19798,1617148800.0,1672444800.0,0.68,183724960.0,,604029.0,0.0147,0.74
201,HFWA,0.0,0.1274538461538461,0.48479998,0.791847,116173.0,0.27459,,1.6,23.002,1463111.0,0.040700004,1.658,0.83299005,0.01678,1617148800.0,1672444800.0,17.1,25829734.0,1.079,1422914.0,0.048600003,1.4
202,HLBZ,0.0,0.3190833333333334,,,321348.0,,,,,,,,,,,,,,,,,
203,HLIO,0.0,0.4905333333333333,0.2143,1.150543,100471.0,0.09029,,2.14,17.434,404658.0,0.0126,1.966,0.92228997,0.056739997,1617408000.0,1672617600.0,4.46,2895069952.0,,411767.0,0.0149,5.41
204,HLIT,0.0,0.6838416666666666,0.0,0.766847,1272886.0,-0.03262,,0.41,2.572,9286060.0,0.0919,-0.137,0.94345003,0.030469999,1617321600.0,1672444800.0,13.14,890891328.0,,9349091.0,0.1401,1.87
205,HLNE,0.0,0.3407416666666666,0.4448,0.831229,212144.0,0.28691998,,2.93,6.562,1287781.0,0.024300002,2.806,0.98587,0.16354,1617148800.0,1680220800.0,9.11,3810264576.0,0.926,1232720.0,0.038599998,2.0
206,HMPT,0.0,0.5883461538461539,0.0,,99828.0,0.42194,,,,734486.0,0.0053,,0.95655,0.010319999,1617148800.0,1672444800.0,3.25,7844682240.0,,167270.0,0.0734,3.22
207,HMST,0.0,0.35635,0.15720001,0.989779,81975.0,0.30038,,4.29,32.839,408841.0,0.0197,4.538,0.90559995,0.033770002,1625011200.0,1672444800.0,2.98,925454080.0,0.542,616056.0,0.024300002,1.16
208,HONE,0.0,0.4145571428571428,0.118599996,0.802401,286078.0,0.24957001,,1.07,13.25,619286.0,0.0112,1.098,0.60667,0.11095,1625011200.0,1672444800.0,2.99,458781952.0,0.35,651443.0,0.0128999995,
209,HOOD,0.4714943786982245,0.1512380952380952,,,4298047.0,,,,,,,,,,,,,,,,,
210,BANX,0.0,0.3639333333333334,1.2881,0.722826,9176.0,1.6086099,,1.85,21.617,17881.0,0.0027,4.184,0.26331,0.00332,1617148800.0,1672444800.0,0.88,175651120.0,,17699.0,0.0027,
211,BELFB,0.0,0.3641142857142857,0.1547,1.983324,89150.0,0.045110002,,1.15,15.092,99305.0,0.008,1.603,0.7395,0.02022,1625011200.0,1672444800.0,0.36,236359312.0,0.414,271672.0,,
212,CCLP,0.0,0.1672199999999999,,1.85326,47580.0,-0.26122,,-0.99,-0.809,196788.0,0.0041,-1.556,0.25766,0.38808,1617148800.0,1672444800.0,1.58,749402944.0,,138939.0,0.0076,
213,CPIX,0.0,0.2154428571428571,0.0,0.235828,47026.0,-0.053390004,,0.05,3.135,101096.0,0.0067000003,-0.22,0.2167,0.43225,1617148800.0,1672444800.0,3.83,33608136.0,,106716.0,0.0117999995,1.02
214,DYAI,0.0,0.5886666666666666,0.0,-0.02013,364243.0,0.0,,-0.12,0.932,722963.0,0.026199998,-0.379,0.25451002,0.29825002,1617148800.0,1672444800.0,2.42,79401592.0,,1187418.0,0.0374,
215,EBIX,0.0,0.2152615384615385,0.112799995,2.718886,200004.0,0.08928,,3.77,20.605,3520397.0,0.113800004,2.91,0.64027,0.23632999,1625011200.0,1672444800.0,26.71,1461983744.0,-0.33,3401496.0,0.1558,1.02
