,Ticker,Conversations,Headlines,payoutRatio,beta,regularMarketVolume,profitMargins,52WeekChange,forwardEps,bookValue,sharesShort,sharesPercentSharesOut,trailingEps,heldPercentInstitutions,heldPercentInsiders,mostRecentQuarter,nextFiscalYearEnd,shortRatio,enterpriseValue,earningsQuarterlyGrowth,sharesShortPriorMonth,shortPercentOfFloat,pegRatio
338,LJPC,0.0,0.3682999999999999,0.0,2.367934,93349.0,-0.27369,,0.21,-2.777,2342943.0,0.0853,-0.599,0.78823996,0.01666,1617148800.0,1672444800.0,7.66,220870192.0,,2335034.0,0.1318,0.61
339,LKFN,0.0,0.3600142857142857,0.345,0.847767,108526.0,0.43377998,,3.36,25.763,693853.0,0.0274,3.531,0.76777,0.03797,1625011200.0,1672444800.0,5.28,1326566144.0,0.238,466911.0,0.0287,1.8
340,LMRK,0.0,0.5779727272727272,2.244,1.020441,644069.0,0.35544997,,0.4,14.723,17087.0,0.0007,0.935,0.20201999,0.15364,1625011200.0,1672444800.0,0.28,859392576.0,-0.708,11701.0,0.0008,8.17
341,LSTR,0.0,0.3607909090909091,0.1089,0.977407,300331.0,0.056550004,,8.36,19.863,1241213.0,0.0324,5.953,1.0264499,0.00808,1624665600.0,1672012800.0,3.89,6347035648.0,2.805,1357779.0,0.042,0.87
342,MCBS,0.0,0.2796428571428571,0.2549,0.206081,27739.0,0.42074,,2.29,9.947,284775.0,0.0111,1.53,0.15077,0.25868,1617148800.0,1672444800.0,9.92,385209632.0,0.322,256312.0,0.015,
343,MGEE,0.0,0.3538071428571429,0.5186,0.545108,73469.0,0.18673,,3.18,27.589,457643.0,0.0127,2.815,0.50847,0.0018000001,1617148800.0,1672444800.0,6.45,3274242048.0,0.342,427153.0,0.014099999,5.04
344,MGI,0.0,0.463940909090909,0.0,1.725788,3626737.0,-0.00145,,0.21,-3.251,5170021.0,0.0571,-0.023,0.45667,0.07321,1617148800.0,1672444800.0,2.02,1546399616.0,,5375424.0,0.0589,23.79
345,MGLN,0.0,0.4137266666666666,0.0,1.21413,218928.0,0.08489,,4.21,73.089,1711652.0,0.0654,15.096,0.99792,0.01606,1617148800.0,1672444800.0,7.76,2139996160.0,0.525,1734227.0,0.085200004,-31.1
346,MGPI,0.0,0.2065374999999999,0.1778,1.467934,55907.0,0.11347,,3.28,16.44,2619819.0,0.1193,2.695,0.77658,0.42793,1617148800.0,1672444800.0,19.72,1383694080.0,0.567,2452386.0,0.1876,1.5
347,MILE,0.0,0.1209181818181818,0.0,,3483964.0,0.0,,,,12294055.0,0.0975,,0.52696,0.38204,1617148800.0,1672444800.0,7.15,955950400.0,,10714329.0,0.1415,
348,MLVF,0.0,0.2112,0.0,1.071739,7844.0,0.10859,,1.22,19.366,15733.0,0.0021,0.324,0.70739996,0.051409997,1617148800.0,1664496000.0,5.01,168155824.0,0.166,17559.0,0.0022,
349,MMLP,0.0,-0.0170166666666666,,2.850457,116461.0,-0.02387,,-0.08,-1.193,158661.0,0.0041,-0.33,0.31903,0.18172,1625011200.0,1672444800.0,0.96,596646976.0,,214946.0,0.0067000003,-2.9
350,MNRO,0.0,0.278175,0.6522,1.137554,108476.0,0.03852,,2.26,22.386,2899981.0,0.0866,1.013,1.14015,0.0176,1624665600.0,1679875200.0,20.18,2653634048.0,4.25,2776347.0,0.17899999,1.52
351,MSON,0.0,0.4749416666666666,0.0,1.402173,77809.0,-0.2724,,-0.7,7.986,251402.0,0.014400001,-1.08,0.43442002,0.20741,1617148800.0,1656547200.0,4.97,404671744.0,,262012.0,0.0207,-1.09
352,MVBF,0.0,0.3370499999999999,0.1379,1.007096,15297.0,0.29454002,,2.05,20.38,133849.0,0.0112,3.65,0.45761,0.13534,1625011200.0,1672444800.0,5.55,189799936.0,-0.487,187316.0,0.0126,
353,MVIS,0.4876959119496858,0.2862363636363637,0.0,4.088251,4886580.0,0.0,,-0.26,0.43,31423545.0,0.1989,-0.102,0.14767,0.010720001,1617148800.0,1672444800.0,2.57,2360074496.0,,24110186.0,0.20030001,-5.7
354,MYGN,0.0,0.2842090909090908,0.0,1.636511,254881.0,-0.05011,,0.19,11.411,5374143.0,0.069699995,-0.405,0.99194,0.01743,1617148800.0,1672444800.0,12.68,2397549056.0,,5692306.0,0.097600006,-87.95
355,NATI,0.0,0.42865,6.625,1.087143,224946.0,0.016139999,,0.94,9.281,2873367.0,0.0216,0.113,0.90635,0.07745,1625011200.0,1672444800.0,6.74,5439632384.0,0.589,3417480.0,0.025799999,10.77
356,NEWT,0.0,0.3904833333333333,0.64129996,1.191847,239264.0,0.63907003,,2.09,16.283,417525.0,0.0185,3.295,0.14197999,0.05906,1617148800.0,1672444800.0,2.56,1250827264.0,,277418.0,0.0197,3.03
357,NOVT,0.0,0.5266545454545454,0.0,0.988586,97014.0,0.07342,,2.64,13.456,688909.0,0.0195,1.23,0.94851,0.02554,1617321600.0,1672444800.0,7.53,4669670400.0,-0.053,590968.0,0.0201,-12.66
358,NRIM,0.0,0.2887153846153846,0.2149,0.784388,15710.0,0.28792998,,3.08,37.289,41559.0,0.0067000003,6.916,0.73099,0.02348,1625011200.0,1672444800.0,3.55,-61732272.0,-0.157,58495.0,0.007900001,
359,NTCT,0.0,0.2777846153846154,0.0,0.810326,247279.0,0.02328,,1.95,27.196,3200751.0,0.0434,0.26,0.97661,0.041479997,1617148800.0,1680220800.0,7.08,2111066880.0,0.559,3149502.0,0.052199997,8.69
360,NTUS,0.0,0.4760181818181818,0.0,0.510326,86255.0,-0.025209999,,1.7,12.397,887912.0,0.026099999,-0.42,0.98824,0.01692,1617148800.0,1672444800.0,4.66,951456192.0,,1152334.0,0.0317,0.99
361,NWBI,0.0,0.1556416666666666,0.5923,0.622377,602863.0,0.29032,,1.03,12.113,3761311.0,0.0294,0.855,0.64305,0.053400002,1625011200.0,1672444800.0,6.1,1197819264.0,,3743817.0,0.0431,1.86
362,ODP,0.0,0.2600333333333333,0.0,2.148369,502808.0,-0.03326,,4.54,35.801,3822990.0,0.0698,-5.902,0.88556,0.02397,1616803200.0,1672012800.0,10.69,3106315264.0,0.178,3739359.0,0.1093,0.92
363,ODT,0.0,0.2367666666666666,0.0,0.320952,167065.0,0.0,,-0.11,2.735,1298710.0,0.0337,-3.76,0.92678,0.02331,1625011200.0,1672444800.0,0.99,10783597.0,,1252016.0,0.0788,
364,OMP,0.0,0.2605499999999999,0.6316,2.679587,172889.0,0.34335998,,3.26,6.331,498166.0,0.010199999,2.412,0.07058,0.26752,1617148800.0,1672444800.0,2.29,2166257664.0,,443559.0,0.0127,0.35
365,OPI,0.0,0.4124869565217391,3.1884,1.263043,193911.0,0.05784,,-0.68,33.548,1591704.0,0.032899998,0.69,0.81891996,0.01826,1617148800.0,1672444800.0,8.2,3432391936.0,2.493,1564457.0,0.0511,-5.71
366,OXSQ,0.0,0.1716888888888889,0.2346,1.372243,171481.0,2.60694,,0.49,4.88,249664.0,0.005,2.07,0.081879996,0.08733,1625011200.0,1672444800.0,1.64,340227424.0,-0.684,294318.0,0.0055,2.59
367,PBCT,0.0,0.4756071428571428,1.0035,1.194728,2772390.0,0.15621,,1.32,17.424,9351088.0,0.0219,0.517,0.73379,0.00987,1625011200.0,1672444800.0,2.66,3137112576.0,0.9,9623202.0,0.030199999,0.82
368,PBIP,0.0,0.2206166666666666,0.2947,0.085963,10372.0,0.30396998,,0.97,16.397,44530.0,0.0057,0.951,0.37117,0.14732,1617148800.0,1664496000.0,0.62,239188448.0,-0.413,173782.0,0.0066000004,
369,PBPB,0.0,0.2232923076923076,0.0,1.598369,35162.0,-0.23612,,-0.09,0.233,463255.0,0.0166,-2.728,0.66629,0.27786,1616889600.0,1672099200.0,3.85,461325760.0,,469127.0,0.0173,-3.67
370,PBYI,0.0,0.4063,0.0,1.279347,307587.0,-0.09753,,-0.21,0.408,3859767.0,0.0956,-0.672,0.95718,0.13477999,1617148800.0,1672444800.0,14.98,408033408.0,,4124847.0,0.114300005,-0.16
371,PETS,0.0,0.3344416666666667,0.84440005,0.557826,307315.0,0.093260005,,1.7,7.025,4710764.0,0.2324,1.52,0.83724,0.03812,1625011200.0,1680220800.0,9.69,471274080.0,-0.43,4526097.0,0.2847,-1050.5
372,PFX,0.0,0.5464,0.0,1.857608,1311.0,0.36543998,,,,8849.0,0.0033000002,,0.21787001,0.26434,1617148800.0,1664496000.0,0.82,130713704.0,,8321.0,0.0042,2.65
373,PROG,0.0,0.66245,0.0,,54336742.0,-2.5318499,,,,2574059.0,0.032899998,,0.69626,0.19306,1617148800.0,1672444800.0,1.45,198766384.0,,4134949.0,0.0624,
374,PROV,0.0,0.2112099999999999,0.56,0.594405,6224.0,0.21049,,0.97,16.73,61855.0,0.0082,0.769,0.61280996,0.19793,1625011200.0,1688083200.0,8.76,160934560.0,1.108,78471.0,0.010199999,-1.17
375,QADA,0.0,0.4170307692307693,0.45,1.273369,71743.0,0.04202,,1.38,6.428,356302.0,0.0172,0.611,0.59405,0.37167,1619740800.0,1675123200.0,7.95,1373808896.0,,337486.0,0.030199999,6.45
376,QLYS,0.0,0.457238888888889,0.0,,252519.0,0.17674999,,2.93,10.305,4052716.0,0.1035,2.24,0.97189003,0.14052,1625011200.0,1672444800.0,14.39,3996466944.0,-0.197,3847078.0,0.139,4.9
377,RAIL,0.0,0.32035,0.0,2.440154,652975.0,-0.77866,,-0.38,1.963,759689.0,0.048699997,-6.29,0.26665002,0.23374,1609372800.0,1672444800.0,0.14,138200528.0,,150075.0,0.091800004,-1.67
378,RAVN,0.0,0.4480846153846153,0.19399999,1.50326,167258.0,0.06531,,1.28,9.577,584751.0,0.0163,0.671,0.82526,0.015269999,1619740800.0,1675123200.0,2.67,2063646080.0,1.377,488185.0,0.0223,3.64
379,RDI,0.0,0.5849900000000001,0.0,1.839519,52899.0,0.061100002,,-0.07,4.337,58268.0,0.0027,-1.856,0.45665002,0.18693,1625011200.0,1672444800.0,1.53,492001472.0,,58763.0,0.0036000002,
380,RDUS,0.0,0.2839,0.0,0.926842,440264.0,-0.24223,,0.81,-4.573,4884536.0,0.1033,-1.872,1.07877,0.01023,1625011200.0,1672444800.0,17.45,890031488.0,,5127988.0,0.1464,-0.54
381,RIDE,0.4296602941176472,0.31245,0.0,,5369377.0,0.0,,,,35098361.0,0.1983,,0.30023,0.36992002,1625011200.0,1672444800.0,3.81,798613760.0,,31879877.0,0.2013,0.11
382,RNST,0.0,0.34765,0.3577,1.294565,260385.0,0.21524,,2.41,38.613,2589939.0,0.046,2.463,0.83798,0.03652,1617148800.0,1672444800.0,13.54,1486963456.0,27.839,2573663.0,0.0635,1.14
383,SABR,0.0,0.38004,0.0,2.277173,4688138.0,-1.31731,,0.01,0.076,60700401.0,0.19,-4.44,1.09737,0.0115,1617148800.0,1672444800.0,8.08,8068363776.0,,57920718.0,0.1917,0.16
384,SAFM,0.0,0.3308538461538461,0.2184,0.661956,294103.0,0.04242,,11.63,67.628,349059.0,0.0156,7.512,0.82013,0.09837,1619740800.0,1667174400.0,1.63,4161842432.0,14.84,409395.0,0.0197,0.1
385,SBSI,0.0,0.10377,0.3765,0.598799,79384.0,0.4436,,2.74,26.29,656795.0,0.0201,3.4,0.5181,0.047849998,1625011200.0,1672444800.0,6.83,2084395264.0,-0.011,715214.0,0.025,6.18
386,SCWX,0.0,0.3345818181818181,0.0,1.107065,182748.0,-0.03711,,-0.13,7.912,1025826.0,0.0125,-0.254,0.75421,0.19035,1619740800.0,1674950400.0,16.01,1656175232.0,,1076426.0,0.14479999,1.06
387,SDC,0.4400046666666665,0.2068238095238095,0.0,,60349741.0,-0.09372,,-0.2,3.439,33536113.0,0.0865,-1.115,0.66923,0.02365,1625011200.0,1672444800.0,6.92,793894016.0,,28543962.0,0.3209,-0.25
388,SEAC,0.0,0.5300714285714286,0.0,0.809782,4582070.0,-0.95932996,,-0.25,0.94,1282313.0,0.026500002,-0.507,0.22132999,0.15937,1619740800.0,1675123200.0,0.92,34823964.0,,3627778.0,0.0307,-0.07
389,SFNC,0.0,0.5341636363636364,0.2917,0.91048,442456.0,0.32654,,2.19,27.043,3636265.0,0.0336,2.246,0.83626,0.01605,1625011200.0,1672444800.0,12.83,2578414336.0,0.274,3521027.0,0.045500003,2.49
390,SIGI,0.0,0.4440999999999999,0.1398,0.831877,197299.0,0.13297,,5.12,42.384,662296.0,0.011,5.609,0.83421,0.022969998,1625011200.0,1672444800.0,5.93,5228840448.0,2.566,705589.0,0.0127,1.34
391,SND,0.0,0.4621818181818181,0.0,2.031046,48432.0,0.33358002,,-0.14,6.846,2339148.0,0.054,0.84,0.43852,0.2323,1617148800.0,1672444800.0,11.97,173236848.0,,2151772.0,0.108100004,0.85
392,SOLY,0.0,0.3569777777777777,0.0,0.130588,84231.0,0.0,,-0.81,1.258,1995656.0,0.0924,-0.821,0.39529,0.46502,1625011200.0,1672444800.0,6.7,436826816.0,,2328120.0,0.1727,-0.49
393,SPTN,0.0,0.4663785714285714,0.3474,0.821195,260172.0,0.00875,,1.92,20.695,4056546.0,0.111899994,2.231,0.87308,0.028900001,1619222400.0,1672617600.0,19.66,1530167552.0,0.267,4042185.0,0.1367,-1.4
394,SPWH,0.0,0.3204666666666667,0.0,1.109239,496864.0,0.067210004,,1.82,4.879,3428538.0,0.078200005,2.304,1.01633,0.02372,1619827200.0,1675036800.0,7.2,998233664.0,,3208467.0,0.079,0.44
395,SPWR,0.0,0.3697692307692307,0.0,1.8375,2054479.0,0.3753,,0.65,2.088,15406674.0,0.08930001,2.26,0.36411,0.54063,1617494400.0,1672704000.0,3.91,4919387136.0,,15785033.0,0.19399999,-1.8
396,STKS,0.0,0.6273444444444445,0.0,2.58913,81213.0,-0.05376,,0.58,0.817,424028.0,0.014099999,-0.281,0.25836,0.28943002,1617148800.0,1672444800.0,1.51,482895712.0,,246982.0,0.0215,14.21
397,STMP,0.0,0.3729909090909091,0.0,0.348369,497341.0,0.24684,,8.93,55.018,772745.0,0.0422,10.102,0.88119006,0.03742,1617148800.0,1672444800.0,4.61,3246315520.0,1.076,803346.0,0.060100004,2.95
398,SUNW,0.0,0.5047333333333334,0.0,1.471739,1015703.0,-0.44147,,-0.06,2.893,3918271.0,0.1449,-0.737,0.32476002,0.009,1617148800.0,1672444800.0,1.81,184879504.0,,2691774.0,0.1739,-1.08
399,TBNK,0.0,0.2534999999999999,0.4466,0.563206,20330.0,0.29584,,1.72,27.522,72056.0,0.0077,2.08,0.46742,0.17729999,1625011200.0,1672444800.0,2.69,275564832.0,-0.054,153650.0,0.0084,3.59
400,TCDA,0.0,0.54196,0.0,1.29316,78452.0,0.0,,-2.84,1.225,2195223.0,0.0435,-4.868,0.85573,0.027390001,1625011200.0,1672444800.0,7.16,163203648.0,,3277553.0,0.0754,
401,THFF,0.0,0.2816,0.26319999,0.833514,73089.0,0.30419,,3.59,44.226,144571.0,0.0107,3.991,0.65771,0.11595,1617148800.0,1672444800.0,1.18,-28801928.0,0.057,184048.0,0.0121,
402,THRM,0.0,0.57262,0.0,1.477717,173920.0,0.082959995,,4.23,18.506,611089.0,0.0185,2.443,1.0406,0.00798,1617148800.0,1672444800.0,4.71,2251650048.0,1.772,494423.0,0.0251,0.91
403,TRMK,0.0,0.3178749999999999,0.2848,1.036026,334895.0,0.28119,,2.09,27.758,2555573.0,0.040900003,2.982,0.64618,0.105950005,1625011200.0,1672444800.0,2.83,70057360.0,0.492,1204791.0,0.0469,1.78
404,TROW,0.0,0.5664954545454546,0.322,1.183121,720114.0,0.42292,,12.85,35.286,4704533.0,0.0207,11.776,0.72723,0.00972,1617148800.0,1672444800.0,4.12,39584755712.0,1.184,4821674.0,0.0209,1.09
405,TRST,0.0,0.383823076923077,0.4664,1.20524,104138.0,0.32573003,,3.0,29.606,227228.0,0.0117999995,2.755,0.68407995,0.025209999,1625011200.0,1672444800.0,2.36,-285816800.0,0.282,229763.0,0.0143,2.19
406,UIHC,0.0,0.27337,,0.755434,365223.0,-0.12198,,0.9,8.379,348286.0,0.0081,-2.367,0.31206,0.54111,1617148800.0,1672444800.0,2.87,178539488.0,,311046.0,0.0173,-0.18
407,USAP,0.0,0.4633545454545454,0.0,1.567934,9511.0,-0.14004,,-0.02,24.899,19006.0,0.0021,-2.508,0.71143997,0.073860005,1617148800.0,1672444800.0,0.38,141470912.0,,35008.0,0.0023,-3.42
408,USWS,0.0,0.4509083333333332,0.0,1.687968,1225103.0,-0.40382,,0.15,-1.291,2719357.0,0.030199999,-1.486,0.45553002,0.13739,1617148800.0,1672444800.0,0.51,484256448.0,,1834478.0,0.0575,
409,VCNX,0.0,0.3767571428571429,0.0,1.751969,119981.0,0.0,,-0.14,0.029,913296.0,0.0321,-1.341,0.36266,0.14494,1617148800.0,1672444800.0,1.01,62289972.0,,356963.0,0.0542,
410,WAFD,0.0,0.30612,0.4472,0.909239,571101.0,0.29261,,2.23,27.816,2608250.0,0.036,1.984,0.84527,0.01352,1617148800.0,1664496000.0,5.47,2381636352.0,0.233,2730121.0,0.0417,2.05
411,WDFC,0.0,0.39085,0.4627,-0.239913,46906.0,0.16818,,5.63,13.684,1372055.0,0.1001,5.441,0.89814,0.01692,1622419200.0,1661904000.0,19.6,6615820288.0,0.446,1496761.0,0.1383,4.17
412,WRLD,0.0,0.5484125000000001,0.0,1.617358,13346.0,0.16663,,6.93,65.411,721804.0,0.1078,13.23,0.84382004,0.07678,1625011200.0,1680220800.0,43.81,1741207424.0,0.017,763219.0,0.26700002,12.31
413,WSBF,0.0,0.2455076923076923,0.1658,0.340611,61838.0,0.30059,,1.59,18.145,137563.0,0.0055,3.984,0.57651,0.15043001,1625011200.0,1672444800.0,2.12,727955072.0,-0.146,131078.0,0.0061000003,
414,WTBA,0.0,0.4265538461538461,0.352,1.017467,24662.0,0.44597,,2.46,14.179,294011.0,0.0178,2.192,0.41729,0.10023,1625011200.0,1672444800.0,13.05,397744032.0,0.661,312946.0,0.0184,
415,XENT,0.0,0.4320833333333333,0.0,1.622826,152059.0,-0.87961996,,-1.26,1.577,1039835.0,0.031400003,-2.282,0.93050003,0.01643,1617148800.0,1672444800.0,6.92,549303168.0,,940450.0,0.0315,-2.04
416,XONE,0.0,0.3494866666666667,0.0,1.324905,280543.0,-0.2849,,-0.58,7.545,1484111.0,0.0668,-0.94,0.41404,0.22108999,1625011200.0,1672444800.0,3.89,378539072.0,,1396223.0,0.0994,-0.58
417,Z,0.0,0.3650782608695652,0.0,1.299623,3398122.0,0.03704,,1.44,22.28,21833915.0,0.0861,0.229,1.05069,0.08935001,1625011200.0,1672444800.0,8.45,23532212224.0,,22718544.0,0.1288,-4.03
418,ZEUS,0.0,0.4165466666666667,0.0177,1.571506,59604.0,0.03146,,1.6,29.229,373775.0,0.0337,1.377,0.72239995,0.15861,1625011200.0,1672444800.0,4.01,560351808.0,,390679.0,0.048499998,0.09
419,ZY,0.0,0.5377882352941176,0.0,,523362.0,0.0,,,,1351764.0,0.0135,,0.079380006,0.09075,1617148800.0,1672444800.0,3.01,5233538048.0,,423870.0,0.0241,
