,headline_polarity,convo_polarity,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat,Buy
1496,0.4838709677419355,0.4526315789473684,1.3,0.25,0.3860885912348725,0.005612905907122669,0.17491166077738515,0.14533099517755368,0.15254237288135594,1
1497,0.4838709677419355,0.4526315789473684,0.5,0.0,0.3642345200328986,0.005609238812885681,0.09010600706713781,0.20035072336694432,0.3050847457627119,1
1500,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1504,0.4838709677419355,0.4526315789473684,1.38,0.04,0.40488779226882854,0.005714812525918958,0.1148409893992933,0.1172731258220079,0.03389830508474577,1
1508,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1509,0.4838709677419355,0.4526315789473684,1.89,0.06,0.4093526025143931,0.005640312611420156,0.13604240282685512,0.14050854888206926,0.44067796610169496,1
1515,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1523,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1524,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1528,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1529,0.4838709677419355,0.4526315789473684,1.73,-0.9,0.3538949594642227,0.005637546206995762,0.12014134275618375,0.08636562911003945,0.06779661016949154,1
1530,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1539,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1547,0.532258064516129,0.4526315789473684,1.73,0.09,0.38973093643520146,0.00559186836649995,0.17314487632508835,0.2220517316966243,0.7627118644067797,1
1550,0.4516129032258065,0.31578947368421045,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1557,0.4838709677419355,0.4526315789473684,0.98,0.18,0.38679356127364584,0.005624164529780087,0.12014134275618375,0.06729504603244191,0.016949152542372885,1
1560,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1566,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1569,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1570,0.717741935483871,0.36842105263157887,1.73,0.3,0.4595229702737633,0.0058101569760806385,0.18374558303886926,0.04340201665935992,0.03389830508474577,1
1584,0.6774193548387097,0.631578947368421,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1591,0.4838709677419355,0.4526315789473684,1.73,0.0,0.35683233462577835,0.005629697338628875,0.11130742049469965,0.04340201665935992,0.016949152542372885,1
1598,0.4838709677419355,0.4526315789473684,1.73,0.17,0.38597109622841025,0.005599395559933767,0.09187279151943463,0.09973695747479175,0.1016949152542373,1
1603,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1608,0.4838709677419355,0.4526315789473684,1.88,0.0,0.3675243802138409,0.005619982755650189,0.02826855123674912,0.09688733011836913,0.03389830508474577,1
1612,0.4838709677419355,0.4526315789473684,1.9,-0.28,0.3791563858536012,0.005608659798006157,0.11660777385159012,0.26567295046032446,0.05084745762711865,1
1613,0.4838709677419355,0.4526315789473684,3.85,0.0,0.3630595699682763,0.005607952113153404,0.16431095406360424,0.10214818062253397,0.27118644067796616,1
1623,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1628,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1650,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1651,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1654,0.4838709677419355,0.4526315789473684,1.22,-0.25,0.38080131594407235,0.005616444331386429,0.14310954063604242,0.0931608943445857,0.05084745762711865,1
1663,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1676,0.41935483870967744,0.7157894736842105,1.06,-0.11,0.4018329221008107,0.005716034890664621,0.15547703180212014,0.04997807978956598,0.03389830508474577,1
1678,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1684,0.4838709677419355,0.4526315789473684,1.73,-0.05,0.38597109622841025,0.0056700997102223545,0.14840989399293286,0.1328364752301622,0.05084745762711865,1
1690,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1692,0.4838709677419355,0.4526315789473684,1.73,0.12,0.3833862060862413,0.005629504333669034,0.13250883392226148,0.05940377027619465,0.06779661016949154,1
1697,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1699,0.4838709677419355,0.4526315789473684,2.28,0.0,0.3457878040183292,0.005608531128032929,0.02473498233215548,0.11990355107409031,0.1016949152542373,1
1707,0.4838709677419355,0.4526315789473684,2.35,-0.85,0.3769239807308189,0.005607501768247108,0.0176678445229682,0.009864094695309076,0.05084745762711865,1
1718,0.4838709677419355,0.4526315789473684,1.73,0.0,0.3415579837856891,0.005657361382872818,0.1413427561837456,0.0931608943445857,0.08474576271186442,1
1722,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1724,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1728,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1734,0.4838709677419355,0.4526315789473684,1.78,-0.74,0.3534249794383738,0.0056319490631603596,0.19257950530035337,0.24221832529592285,0.16949152542372883,1
1736,0.4838709677419355,0.4526315789473684,0.49,0.15,0.4363764540007049,0.006428609202399284,0.06537102473498234,0.04449802718106093,0.1016949152542373,1
1737,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1741,0.4838709677419355,0.4526315789473684,1.73,0.0,0.3555398895546939,0.005502700075053196,0.05830388692579506,0.09929855326611135,0.06779661016949154,1
1748,0.4838709677419355,0.4526315789473684,1.73,0.0,0.3719891904594054,0.005633621772812319,0.04770318021201414,0.09688733011836913,0.08474576271186442,1
1760,0.4838709677419355,0.4526315789473684,0.74,0.0,0.37351662554341436,0.005604285018916417,0.06890459363957598,0.031126698816308637,0.03389830508474577,1
1770,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1773,0.532258064516129,0.7473684210526315,1.01,-0.52,0.372811655504641,0.005852425062285918,0.13250883392226148,0.11223147742218324,0.08474576271186442,1
1774,0.5161290322580645,0.4736842105263157,1.35,0.36,0.44272118434966506,0.005734627701796015,0.12897526501766785,0.05699254712845243,0.05084745762711865,1
1782,0.5,0.431578947368421,1.83,0.09,0.41135001762425094,0.005657425717859431,0.16784452296819788,0.08636562911003945,0.08474576271186442,1
1783,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1784,0.4838709677419355,0.4526315789473684,2.17,0.0,0.3671718951944542,0.00560872413299277,0.030035335689045938,0.11069706269180182,0.05084745762711865,1
1785,0.4838709677419355,0.4526315789473684,1.55,0.0,0.36928680531077424,0.005614256941841559,0.054770318021201414,0.07365190705830776,0.06779661016949154,1
1788,0.4838709677419355,0.4526315789473684,1.73,-0.23,0.3723416754787921,0.005622942165034424,0.1254416961130742,0.19202104340201664,0.13559322033898308,1
1791,0.4838709677419355,0.4526315789473684,1.83,0.02,0.3893784514158148,0.0056386399017681966,0.1413427561837456,0.047128452433143356,0.08474576271186442,1
1795,0.4838709677419355,0.4526315789473684,0.51,-0.03,0.3329808483139466,0.005654659313435038,0.04240282685512368,0.007233669443226656,0.016949152542372885,1
1799,0.4838709677419355,0.4526315789473684,-0.16,0.0,0.41381741275995765,0.005620690440502941,0.037102473498233215,0.4298553266111355,0.1016949152542373,1
1806,0.4838709677419355,0.4526315789473684,1.16,0.0,0.3658794501233697,0.005614578616774628,0.12014134275618375,0.0927224901359053,0.1016949152542373,1
1812,0.4838709677419355,0.4526315789473684,4.28,0.12,0.41111502761132646,0.005702009863582809,0.13427561837455831,0.08921525646646207,0.2033898305084746,1
1820,0.4838709677419355,0.4526315789473684,1.13,2.28,0.3893784514158148,0.005639090246674494,0.0088339222614841,0.003068829460762823,0.0,1
1823,0.4838709677419355,0.4526315789473684,1.11,0.2,0.40512278228175297,0.005681551337839614,0.0971731448763251,0.029153879877246824,0.1016949152542373,1
1827,0.4838709677419355,0.4526315789473684,0.72,0.08,0.3983080719069439,0.005630147683535172,0.07243816254416961,0.008548882069267865,0.03389830508474577,1
1833,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1835,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1836,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1838,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1845,0.4838709677419355,0.4526315789473684,1.46,-0.03,0.38914346140289036,0.005934001825312241,0.05123674911660777,0.08307759754493642,0.1016949152542373,1
1850,0.4838709677419355,0.4526315789473684,1.12,0.05,0.3926683115967571,0.005649705519465773,0.0795053003533569,0.01972818939061815,0.016949152542372885,1
1854,0.4838709677419355,0.4526315789473684,2.36,-1.07,0.37328163553048993,0.005605829058595148,0.12367491166077738,0.30578693555458136,0.27118644067796616,1
1856,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1864,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1868,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1869,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1870,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1875,0.49193548387096775,0.2526315789473684,1.73,0.39,0.4520032898601809,0.4261599051239086,0.14664310954063603,0.0670758439281017,0.03389830508474577,1
1882,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1883,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1887,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1890,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1901,0.4838709677419355,0.4526315789473684,133.53,0.0,0.3629420749618141,0.0056625081818019235,0.01236749116607774,0.14533099517755368,0.05084745762711865,1
1908,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1925,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1928,0.7016129032258065,0.7157894736842105,1.35,0.28,0.4881917518505463,0.005647518129920904,0.13074204946996468,0.039675580885576496,0.016949152542372885,1
1934,0.4838709677419355,0.4526315789473684,0.88,0.04,0.3902009164610504,0.005636195172276872,0.1590106007067138,0.10718982902235862,0.05084745762711865,1
1940,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1946,0.4112903225806452,0.4736842105263157,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1948,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1967,0.4838709677419355,0.4526315789473684,2.19,0.0,0.37633650569850774,0.005603255659130596,0.04946996466431096,0.10214818062253397,0.13559322033898308,1
1970,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1972,0.45967741935483875,0.5684210526315789,0.87,0.2,0.41510985783104215,0.005788476085591782,0.1519434628975265,0.07387110916264795,0.05084745762711865,1
1985,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1986,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1988,0.4838709677419355,0.4526315789473684,1.49,-0.11,0.37668899071789447,0.005608531128032929,0.044169611307420496,0.05107409031126698,0.016949152542372885,1
1994,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
1998,0.49193548387096775,0.5789473684210525,1.73,0.43,0.4153448478439666,0.005687277151648244,0.10424028268551237,0.0668566418237615,0.05084745762711865,1
1999,0.4838709677419355,0.4526315789473684,1.73,0.0,0.34061802373399125,0.005643336355791006,0.13957597173144878,0.1185883384480491,0.05084745762711865,1
2009,0.4838709677419355,0.4526315789473684,3.25,-2.65,0.37621901069204555,0.0056100751677116605,0.015901060070671377,0.001753616834721613,0.08474576271186442,1
2011,0.4838709677419355,0.4526315789473684,1.73,0.0,0.36247209493596516,0.005625451229512363,0.127208480565371,0.41845681718544503,0.16949152542372883,1
2013,0.4838709677419355,0.4526315789473684,1.73,-0.09,0.3918458465515215,0.005643465025764233,0.17491166077738515,0.13502849627356422,0.2033898305084746,1
2020,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2022,0.4838709677419355,0.4526315789473684,0.92,0.0,0.3752790506403477,0.0056453307403760335,0.04946996466431096,0.03068829460762823,0.42372881355932207,1
2023,0.5,0.41052631578947363,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2024,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2027,0.4838709677419355,0.4526315789473684,1.73,0.0,0.3417929737986135,0.005665210251239704,0.1519434628975265,0.13064445418676018,0.38983050847457634,1
2029,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2038,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2040,0.4838709677419355,0.4526315789473684,1.73,-0.26,0.35624485959346724,0.0056121982222699165,0.10247349823321554,0.214160455940377,0.33898305084745767,1
2045,0.4838709677419355,0.4526315789473684,1.67,-0.98,0.3631770649747385,0.005620626105516327,0.09540636042402828,0.2601928978518194,0.13559322033898308,1
2046,0.4838709677419355,0.4526315789473684,1.99,-0.04,0.40571025731406407,0.005432703609617361,0.1590106007067138,0.1591407277509864,0.16949152542372883,1
2054,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2057,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2070,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2078,0.4838709677419355,0.4526315789473684,0.72,-0.15,0.38185877100223237,0.005615221966640767,0.06537102473498234,0.14730381411661553,0.08474576271186442,1
2083,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2091,0.4838709677419355,0.4526315789473684,1.73,0.0,0.3723416754787921,0.0056012612745455674,0.00353356890459364,0.001753616834721613,0.016949152542372885,1
2093,0.4838709677419355,0.4526315789473684,1.73,-1.52,0.36270708494888965,0.005610139502698275,0.05653710247349824,0.20670758439281015,0.016949152542372885,1
2095,0.4838709677419355,0.4526315789473684,0.54,-0.67,0.37257666549171653,0.00560248363929123,0.022968197879858657,0.024769837790442787,0.016949152542372885,1
2096,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2111,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2128,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2143,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2144,0.4838709677419355,0.4526315789473684,1.28,0.06,0.5079309129362002,0.0057770244579745215,0.16784452296819788,0.18237615081104777,0.18644067796610173,1
2146,0.4838709677419355,0.4526315789473684,1.92,0.0,0.357184819645165,0.005614385611814787,0.1501766784452297,0.13985094256904865,0.16949152542372883,1
2147,0.4838709677419355,0.4526315789473684,1.53,0.0,0.3696392903301609,0.005614321276828173,0.01236749116607774,0.01052170100832968,0.03389830508474577,1
2153,0.4838709677419355,0.4526315789473684,1.73,0.0,0.3185289625190929,0.00570303922336863,0.12014134275618375,0.02104340201665936,0.03389830508474577,1
2161,0.4838709677419355,0.4526315789473684,1.59,0.07,0.38867348137704144,0.005644044040643757,0.17491166077738515,0.1819377466023674,0.18644067796610173,1
2165,0.4838709677419355,0.4526315789473684,2.38,0.0,0.3436728939020091,0.005656267688100383,0.17137809187279152,0.02893467777290662,0.1016949152542373,1
2169,0.282258064516129,0.7052631578947368,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2175,0.4838709677419355,0.4526315789473684,1.12,-0.02,0.3723416754787921,0.0056554313332744036,0.10070671378091872,0.06225339763261727,0.016949152542372885,1
2176,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2186,0.4838709677419355,0.4526315789473684,1.73,-0.89,0.37292915051110326,0.005613098912082511,0.12367491166077738,0.03704515563349408,0.05084745762711865,1
2188,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2193,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2198,0.4838709677419355,0.4526315789473684,1.52,-0.01,0.4266243684643402,0.005803980817365712,0.17667844522968199,0.14007014467338885,0.37288135593220345,1
2199,0.4838709677419355,0.4526315789473684,1.98,0.0,0.368111855246152,0.005615865316506904,0.1413427561837456,0.03463393248575186,0.03389830508474577,1
2200,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2201,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2207,0.4838709677419355,0.4526315789473684,1.73,0.0,0.32487369286805307,0.005632142068120201,0.08127208480565372,0.6168347216133274,0.2542372881355932,1
2215,0.4838709677419355,0.4526315789473684,0.29,-1.66,0.3756315356597344,0.005601196939558953,0.030035335689045938,0.07584392810170977,0.08474576271186442,1
2218,0.4838709677419355,0.4526315789473684,0.65,0.07,0.3902009164610504,0.005683867397357711,0.2137809187279152,0.3987286277948268,0.3050847457627119,1
2233,0.8870967741935485,0.41052631578947363,1.69,0.1,0.5722006814710374,0.005823023973403403,0.16431095406360424,0.053266111354669,0.05084745762711865,1
2235,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2240,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2249,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2263,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2265,0.4838709677419355,0.4526315789473684,-1.31,-1.63,0.3601221948067207,0.005637224532062692,0.13427561837455831,0.11266988163086365,0.13559322033898308,1
2272,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2279,0.4838709677419355,0.4526315789473684,0.91,0.0,0.3880860063447303,0.005728065533161406,0.0176678445229682,0.06137658921525646,0.1016949152542373,1
2292,0.6129032258064516,0.36842105263157887,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2293,0.40322580645161293,0.44210526315789467,0.81,0.49,0.45165080484079423,0.005519427171572789,0.16431095406360424,0.050197281893906175,0.016949152542372885,1
2295,0.5806451612903226,0.5052631578947367,0.66,0.3,0.533897309364352,0.00582920013211833,0.16254416961130744,0.0664182376150811,0.03389830508474577,1
2296,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2297,0.6370967741935485,0.6210526315789473,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2303,0.4838709677419355,0.4526315789473684,-1.65,-0.71,0.3752790506403477,0.0055957928006833925,0.01236749116607774,0.013371328364752301,0.18644067796610173,1
2304,0.4838709677419355,0.4526315789473684,1.73,-1.07,0.3715192104335565,0.005611168862484096,0.0176678445229682,0.00043840420868040324,0.03389830508474577,1
2305,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2307,0.4838709677419355,0.4526315789473684,1.73,0.0,0.37104923040770765,0.005610203837684889,0.06537102473498234,0.03726435773783428,0.03389830508474577,1
2310,0.532258064516129,0.6105263157894736,1.3,-0.01,0.4206321231347667,0.005701237843743443,0.16431095406360424,0.11003945637878124,0.06779661016949154,1
2312,0.7016129032258065,0.5684210526315789,0.96,0.12,0.3898484314416637,0.005617345021199022,0.12014134275618375,0.08921525646646207,0.08474576271186442,1
2318,0.4112903225806452,0.34736842105263155,1.39,-0.08,0.3654094700975208,0.005635101477504436,0.16431095406360424,0.13743971942130645,0.13559322033898308,1
2319,0.4838709677419355,0.4526315789473684,1.67,-1.46,0.41381741275995765,0.0056130345770958965,0.0,0.00657606313020605,0.1016949152542373,1
2322,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2324,0.4838709677419355,0.4526315789473684,1.87,0.0,0.3742215955821877,0.00560872413299277,0.026501766784452298,0.36146427005699255,0.2033898305084746,1
2326,0.5887096774193549,0.2842105263157894,1.73,0.27,0.4465985195629185,0.006052442535668282,0.16431095406360424,0.06400701446733889,0.03389830508474577,1
2331,0.4838709677419355,0.4526315789473684,1.4,0.0,0.35542239454823166,0.005639862266513859,0.127208480565371,0.07277509864094694,0.03389830508474577,1
2332,0.4838709677419355,0.4526315789473684,1.81,-2.48,0.3712842204206321,0.005602805314224299,0.045936395759717315,0.05743095133713283,0.05084745762711865,1
2336,0.4838709677419355,0.4526315789473684,1.73,-0.78,0.37892139584067674,0.00560113260457234,0.14840989399293286,0.0916264796142043,0.06779661016949154,1
2342,0.33870967741935487,0.33684210526315783,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2343,0.4838709677419355,0.4526315789473684,2.53,-1.51,0.37903889084713893,0.0056063437384880595,0.02120141342756184,0.1078474353353792,0.11864406779661019,1
2345,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2346,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2351,0.4838709677419355,0.4526315789473684,0.91,0.11,0.39842556691340614,0.006069233967174489,0.13780918727915195,0.10872424375274002,0.1016949152542373,1
2356,0.4838709677419355,0.4526315789473684,1.1,0.0,0.3312184232170132,0.005714362181012662,0.14310954063604242,0.12932924156071898,0.1016949152542373,1
2359,0.6048387096774194,0.42105263157894735,0.86,-0.39,0.39055340148043705,0.00562538689452575,0.0795053003533569,0.08241999123191582,0.15254237288135594,1
2361,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2364,0.4838709677419355,0.4526315789473684,0.98,0.05,0.3874985313124192,0.005611490537417165,0.054770318021201414,0.3511617711530031,0.3220338983050848,1
2367,0.4838709677419355,0.4526315789473684,1.73,0.01,0.41381741275995765,0.006437230090605536,0.1148409893992933,0.10258658483121438,0.1016949152542373,1
2368,0.4838709677419355,0.4526315789473684,1.73,0.0,0.36893432029138756,0.005564332992229235,0.04063604240282686,0.14993423936869793,0.05084745762711865,1
